Unnamed: 0,price,packaging,product,aroma,text,overall_sentiment,processed
2528,0,0,-1,1,"Toner ini wangi! Saya sangat membeli toner ini karena saya suka baunya. bibi dan adikku juga memakainya dan itu sangat pas. Sayangnya produk ini sepertinya memiliki kandungan alkohol yang tinggi sehingga membuat kulit saya lebih kering. beberapa kali menggunakannya, itu muncul di kulit saya, jadi saya tidak terus menggunakannya lagi.",neutral,"['toner', 'wangisaya', 'beli', 'toner', 'suka', 'baunyabibi', 'adiku', 'pasayangnya', 'produk', 'milik', 'kandung', 'alkohol', 'tingi', 'hinga', 'kulit', 'keringbeberapa', 'kali', 'mengunakanya', 'muncul', 'kulit', 'tidak_memengunaka']"
3538,0,0,1,0,"Serum ini lebih dikenal dengan CCDSS yang merupakan singkatan dari long bangets. Saya sangat suka menggunakan serum ini tapi biasanya tidak menggunakannya di seluruh alias seluruh wajah, hanya di bagian tertentu saja yang nampak muncul flek hitam atau di area yang sudah berjerawat untuk menyamarkan warnanya agar tidak menjadi titik gelap. Teksturnya cair tapi agak kental, mudah diaplikasikan dan meresap ke dalam kulit. Biasanya wajah terlihat sedikit lebih cerah setelah lama pemakaian, namun untuk flek hitam atau menghilangkan bekas jerawat yang sudah menghitam butuh waktu agak lama, namun untuk bekas jerawat yang baru muncul saat dipakai langsung secara rutin bisa menyamarkan dan hilang. tanpa jejak. jadi sebaiknya gunakan serum ini segera setelah jerawat mengempis agar tidak menimbulkan bekas luka yang mengganggu nantinya.",positive,"['serum', 'kenal', 'cds', 'rupa', 'singkat', 'long', 'bangetsaya', 'suka', 'kuna', 'serum', 'tidak_memengunaka', 'alias', 'wajah', 'nampak', 'muncul', 'flek', 'hitam', 'area', 'jerawat', 'samar', 'warna', 'tidak_titik', 'gelapteksturnya', 'cair', 'kental', 'mudah', 'aplikasi', 'resap', 'kulitbiasanya', 'wajah', 'lihat', 'cerah', 'sete', 'pakai', 'flek', 'hitam', 'hilang', 'bekas', 'jerawat', 'hitam', 'butuh', 'bekas', 'jerawat', 'muncul', 'sat', 'pakai', 'langsung', 'rutin', 'samar', 'hilang', 'jejakjadi', 'baik', 'serum', 'sete', 'jerawat', 'kempis', 'tidak_timbul', 'bekas', 'luka', 'mengangu']"
1158,-1,0,1,0,"harga mulai dari USD 27 sebenarnya karena ada beberapa ukuran. produk perawatan kulit terbaik yang pernah saya coba. Kondisi kulit saya telah meningkat pesat sejak memasukkan lotion p50 ini ke dalam ritual perawatan kulit harian saya. kulit saya jauh lebih cerah, bercahaya, dan rasanya semua kulit mati saya terangkat dengan baik setiap kali saya menggunakan produk ini. mengandung asam laktat dan gliserin. awalnya agak kaget dengan baunya dan saat pertama menggunakannya, terasa perih. tapi hanya 1-2 hari, setelah itu normal. Kadang sakitnya masih ada tergantung kondisi kulit, tapi sakitnya menyenangkan :) Saya pakai ini hanya malam hari, setelah double cleanse sebagai toner pertama. setelah ini kalau mau pakai serum tanpa 2nd toner (hydrating) oke lah. sudah membeli botol ke-2. dan saya merasa seperti saya tidak akan pernah bisa menghilangkan lotion p50 ini di lini perawatan kulit saya.",neutral,"['harga', 'usd', 'benar', 'ukuranproduk', 'awat', 'kulit', 'baik', 'cobakondisi', 'kulit', 'tingkat', 'pesat', 'pasu', 'lotion', 'ritual', 'awat', 'kulit', 'sayakulit', 'cerah', 'cahaya', 'kulit', 'mati', 'angkat', 'baik', 'kali', 'kuna', 'produk', 'inimengandung', 'asam', 'laktat', 'gliserinawalnya', 'kaget', 'bau', 'sat', 'memengunaka', 'asa', 'perihtapi', 'sete', 'normalkadang', 'sakit', 'gantung', 'kondisi', 'kulit', 'sakit', 'senang', 'pakai', 'malam', 'sete', 'double', 'cleanse', 'toner', 'pertamasetelah', 'pakai', 'serum', 'indak', 'toner', 'hydrating', 'oke', 'lahsudah', 'beli', 'botol', 'tidak_hilang', 'lotion', 'lini', 'awat', 'kulit']"
3025,0,0,1,0,"sekitar 6 bulan yang lalu saya mulai menggunakan fte ini karena saya membaca reviewnya, yang sangat bagus, pertama kali saya menggunakan produk ini, untungnya saya tidak mengalami purging, dan setelah beberapa bulan menggunakan Fte kulit wajah saya terasa sangat berbeda , \ u00a0 kulit wajah saya yang cenderung \ u00a0 u00a0, kusam dan rawan jerawat terasa lebih lembab tapi tidak berminyak, tampak bercahaya meski tidak tidur, dan tentunya tidak perlu berkali-kali touch up karena efeknya mencerahkan dan membuat kulit kusam. , karena botolnya terbuat dari kaca, jadi agak berat jika harus dibawa bepergian.",positive,"['kuna', 'fte', 'baca', 'reviewnya', 'bagus', 'kali', 'kuna', 'produk', 'untung', 'tidak_alami', 'purging', 'sete', 'kuna', 'fte', 'kulit', 'wajah', 'asa', 'beda', 'ua', 'kulit', 'wajah', 'cenderung', 'ua', 'ua', 'kusam', 'rawan', 'jerawat', 'asa', 'lembab', 'tidak_minyak', 'cahaya', 'tidak_tidur', 'tidak_berkalikali', 'touch', 'up', 'efek', 'cerah', 'kulit', 'kusam', 'botol', 'kaca', 'berat', 'bawa', 'pergi']"
3424,0,0,1,0,"pada saat itu caper ukuran mini berasal dari astalift. untuk mencegah penuaan dini, jadi saya pakai saja di sekitar leher. melembabkan banget kuli dan teksturnya kayak jelly haha. setelah dioleskan, tidak butuh waktu lama untuk kembali mendatar. Teksturnya ringan dan tidak terasa lengket di kulit.",positive,"['sat', 'capar', 'ukur', 'mini', 'astaliftuntuk', 'cegah', 'penuan', 'pakai', 'lehermelembabkan', 'banget', 'kuli', 'tekstur', 'kayak', 'jely', 'hahasetelah', 'oles', 'tidak_butuh', 'mendatarteksturnya', 'ringan', 'tidak_asa', 'lengket', 'kulit']"
2600,1,0,-1,-1,"Harganya sangat terjangkau dan bisa membersihkan riasan atau kotoran di wajah saya dengan cukup baik. Cuma sayang, aromanya sangat menyengat dan ada sensasi perih di wajah setelah dibersihkan pake produk ini :( terus juga bisa membakar mata kalau disiram tidak sengaja :(",negative,"['harga', 'jangkau', 'bersih', 'rias', 'kotor', 'wajah', 'baikcuma', 'sayang', 'aroma', 'sengat', 'sensasi', 'perih', 'wajah', 'sete', 'bersih', 'pakai', 'produk', 'bakar', 'mata', 'siram', 'tidak_sengaja']"
2834,0,0,1,0,"produk ini merupakan salah satu produk yang dapat membuat saya jatuh cinta pada pemakaian pertama kali. karena tergolong serum, maka saya pakai setelah fte sk ii. walaupun mengandung alkohol, tapi menurut saya tidak membuat kulit kering sama sekali. menggunakan ini membuat kulit terasa lembab, kenyal, cerah dan paling saya senang karena tidak bikin purging. Ia juga memiliki kandungan oksigen yang berfungsi untuk mengaktifkan energi dan vitalitas sel.",positive,"['produk', 'rupa', 'salah', 'produk', 'jatuh', 'cinta', 'pakai', 'kalikarena', 'golong', 'serum', 'pakai', 'sete', 'fte', 'suka', 'iwalaupun', 'andung', 'alkohol', 'tidak_kulit', 'kering', 'sekalimengunakan', 'kulit', 'asa', 'lembab', 'kenyal', 'cerah', 'senang', 'tidak_purgingia', 'milik', 'kandung', 'oksigen', 'fungsi', 'aktif', 'energi', 'vitalitas', 'sel']"
344,0,0,1,0,"pada awalnya memakainya agak aneh karena terlalu melembabkan di kulit saya yang berminyak. tapi lama-lama saya suka saja karena kalau di timpa base / bedak mattifying akan jatuh oke. tidak membuat breakout juga. secara keseluruhan, tabir surya yang layak dan saya mungkin akan membeli kembali ini.",positive,"['aneh', 'lembab', 'kulit', 'berminyaktapi', 'lamalama', 'suka', 'timpa', 'base', 'bedak', 'matifying', 'jatuh', 'oketidak', 'breakout', 'jugasecara', 'tabir', 'surya', 'layak', 'beli']"
4552,-1,0,0,0,"awalnya ragu menggunakan scrub karena takut membuat wajah menjadi kering. Saya mencobanya di counter clinique, ternyata tekstur scrubnya tidak terlalu kasar sehingga aman digunakan setiap hari. lembut di wajah, berhasil mengangkat kulit mati. tapi harganya lumayan mahal untuk lulur juga.",negative,"['ragu', 'kuna', 'scrub', 'takut', 'wajah', 'keringsaya', 'coba', 'counter', 'clinique', 'nyata', 'tekstur', 'scrubnya', 'tidak_kasar', 'hinga', 'aman', 'harilembut', 'wajah', 'hasil', 'angkat', 'kulit', 'matitapi', 'harga', 'lumayan', 'mahal', 'lulur']"
4397,0,0,1,1,"beli sekitar sebulan yang lalu jujur ??pertama kali saya beli dan hanya dipakai sekitar empat kali, biasanya pagi hari sebelum mandi, pas keramas, keramas, setelah mandi kulitnya terasa kenyal banget dan halus dan halus !! sangat lezat!! Saya sudah mencoba sejauh ini, saya tidak mencoba untuk mencairkannya dan itu benar-benar tidak sopan, tetapi saya tetap menyukainya! baunya juga enak. Sejujurnya, menurut Anda, apakah produk ini benar-benar cocok untuk dibeli kembali? ya tapi mungkin suatu saat ya karena produknya masih banyak :))",positive,"['beli', 'sebul', 'jujur', 'kali', 'beli', 'pakai', 'kali', 'pagi', 'belum_mandi', 'pas', 'keramas', 'keramas', 'sete', 'mandi', 'kulit', 'asa', 'kenyal', 'banget', 'halus', 'halus', 'lezatsaya', 'coba', 'tidak_coba', 'mencairkanya', 'narbenar', 'tidak_sopan', 'menyukainyabaunya', 'enaksejujurnya', 'produk', 'narbenar', 'cocok', 'beli', 'kembaliya', 'sat', 'iya', 'produk']"
1962,1,0,1,0,"sariayu white aromatic all-in-one cleanser yang saya pilih karena; Pertama, saya sangat antusias dengan produk sariayu, mulai dari rangkaian perawatan dan make up; kedua, karena harganya murah banget jadi patut dicoba. Hasilnya bagus, meski kadar alkoholnya nampaknya cukup tinggi, kulit terasa segar setelah dipakai. Supaya tidak terasa kering, saya biasanya menggunakan toner dan night cream",positive,"['sariayu', 'white', 'aromatic', 'alinone', 'cleanser', 'pilih', 'karenapertama', 'antusias', 'produk', 'sariayu', 'rangkai', 'awat', 'pakai', 'upkedua', 'harga', 'murah', 'banget', 'patut', 'dicobahasilnya', 'bagus', 'kadar', 'alkohol', 'nampak', 'tingi', 'kulit', 'asa', 'segar', 'sete', 'dipakaisupaya', 'tidak_asa', 'kering', 'kuna', 'toner', 'night', 'cream']"
824,1,1,1,0,"sangat suka lipstik ini, saya sangat suka sehingga saya membawanya ke Beautycase. Teksturnya pas banget di bibir, tapi nggak membuatku berminyak. creamy n gag kering di bibirku. sangat efektif karena Anda tidak harus menggunakan lipbalm terlebih dahulu. jadi cocok untuk dibawa. kemasannya bagus dan harganya masih terjangkau",positive,"['suka', 'lipstik', 'suka', 'hinga', 'bawa', 'beautycaseteksturnya', 'pas', 'banget', 'bibir', 'tidak_berminyakcreamy', 'tidak_kering', 'bibirkusangat', 'efektif', 'tidak_kuna', 'lipbalm', 'dahulujadi', 'cocok', 'dibawakemasanya', 'bagus', 'harga', 'jangkau']"
364,-1,0,1,0,produk ini sangat praktis karena memiliki perlindungan mosituriser dan spf. kulit tidak kering karena mengandung pelembab. untuk efek pencerahannya menurut saya efeknya tidak terlalu signifikan. harga? mahal pastinya. tapi pasti akan membeli kembali.,neutral,"['produk', 'praktis', 'milik', 'lindung', 'mosituriser', 'spfkulit', 'tidak_kering', 'andung', 'pelembabuntuk', 'efek', 'pencerahanya', 'efek', 'tidak_signifikanhargamahal', 'pastinyatapi', 'beli']"
1791,1,0,1,1,"salah satu produk legendaris murah tapi hebat. salah satu toner yang dikategorikan oleh dokter kulit saya aman. Meskipun perubahan jangka panjang tidak terlalu signifikan (misalnya mencerahkan atau mengatasi jerawat), ini berfungsi dengan baik sebagai toner, kulit selalu segar dan sejuk setelah digunakan, dan pori-pori mengecil meskipun sementara. baunya juga segar dan harganya murah banget.",positive,"['salah', 'produk', 'legendaris', 'murah', 'hebatsalah', 'toner', 'kategori', 'dokter', 'kulit', 'amanmeskipun', 'ubah', 'jangka', 'tidak_signifikan', 'cerah', 'jerawat', 'fungsi', 'baik', 'toner', 'kulit', 'segar', 'sejuk', 'sete', 'poripor', 'sementarabaunya', 'segar', 'harga', 'murah', 'banget']"
3446,0,0,1,0,"Saya suka Missha Fte karena kulitnya cerah, kenyal dan lembab. Biasanya hanya menggunakan 2 tetes di telapak tangan dan dioleskan langsung di wajah. harus menunggu beberapa menit agar terserap dengan sempurna, soalnya agak lengket saat digunakan. sayangnya jika dosisnya lebih dari 2 tetes itu menjadi jerawatan pada saya.",positive,"['suka', 'misha', 'fte', 'kulit', 'cerah', 'kenyal', 'lembabiasanya', 'kuna', 'tetes', 'telapak', 'tangan', 'oles', 'langsung', 'wajaharus', 'tungu', 'menit', 'serap', 'sempurna', 'lengket', 'sat', 'digunakansayangnya', 'dosis', 'tetes', 'jerawat']"
209,1,0,1,0,"Layar favorit, water based membuatnya kurang lengket, cepat menyerap, bisa digunakan di seluruh tubuh * tapi sayangnya * dan irit! serius. beli sebotol bisa dipakai 5 bulan sekali kalau cuma pakai muka. harganya murah!! Saya ingin botol ketiga.",positive,"['layar', 'favorit', 'water', 'based', 'lengket', 'cepat', 'serap', 'tubuh', 'sayang', 'iritseriusbeli', 'botol', 'pakai', 'pakai', 'mukaharganya', 'murahsaya', 'botol']"
2816,-1,0,1,0,"Saya sangat bersyukur telah menemukan skin care yang tepat untuk kulit saya dan rata-rata brand laneige, salah satunya adalah white plus renewed original essence ... membuat wajah saya halus, lembut, dan cerah dari dulu sampai sekarang tidak. tidak membuat terobosan. .. minus harga lumayan mahal dan dikota saya tidak ada counternya, tapi akan terus repuchase ..",neutral,"['syukur', 'temu', 'skin', 'care', 'kulit', 'ratarata', 'brand', 'laneige', 'salah', 'white', 'plus', 'renewed', 'original', 'esence', 'wajah', 'halus', 'lembut', 'cerah', 'tidak_tidak', 'terobos', 'minus', 'harga', 'lumayan', 'mahal', 'kota', 'tidak_counternya', 'repuchase']"
677,0,0,-1,-1,"Tabir surya Wardah ini bertekstur gel berwarna putih, lengket dan berminyak. Kombinasi ini membuat kulit saya lebih berminyak, kusam dan komedo. Tabir surya ini berbau gel lidah buaya yang cukup menyengat. Pada siang hari sunblock ini tidak bisa melindungi kulit saya yang sangat sensitif, masih menyebabkan perih dan kemerahan, make up cepat luntur. untuk produk ini saya tidak akan membelinya kembali.",negative,"['tabir', 'surya', 'wardah', 'tekstur', 'gel', 'warna', 'putih', 'lengket', 'berminyakombinasi', 'kulit', 'minyak', 'kusam', 'komedotabir', 'surya', 'bau', 'gel', 'lidah', 'buaya', 'menyengatpada', 'siang', 'sunblock', 'tidak_lindung', 'kulit', 'sensitif', 'perih', 'merah', 'pakai', 'up', 'cepat', 'lunturuntuk', 'produk', 'tidak_bel']"
1768,1,0,1,1,"Pengharum ini enak dipakai, kalau pakai segar, segar. cocok untuk saya, tidak membuat jerawat atau menambah jerawat. tidak membuat kulit kering atau terasa menarik, bisa membersihkan sisa riasan secara menyeluruh. baunya juga enak. sangat murah dan mudah didapat",positive,"['harum', 'enak', 'pakai', 'pakai', 'segar', 'segarcocok', 'tidak_jerawat', 'jerawatidak', 'kulit', 'kering', 'asa', 'tarik', 'bersih', 'sisa', 'rias', 'menyeluruhbaunya', 'enaksangat', 'murah', 'mudah']"
739,1,0,0,0,krim bb buatan lokal yang merupakan percobaan pertama saya. (+) harganya lebih murah dibandingkan dengan bb cream buatan korea (+) teksturnya ringan untuk pemakaian sehari-hari (+) mudah didapat (-) tidak menutupi noda di wajah saya (-) tampang wajah saya lebih berminyak dengan produk ini (-) tidak ada spfnya (-) bertahan sampai 2 jam saja,positive,"['krim', 'lokal', 'rupa', 'percoban', 'harga', 'murah', 'banding', 'cream', 'korea', 'tekstur', 'ringan', 'pakai', 'seharihari', 'mudah', 'tidak_tutup', 'noda', 'wajah', 'tampang', 'wajah', 'minyak', 'produk', 'tidak_spfnya', 'tahan', 'jam']"
1233,0,0,1,0,"toner terbaik yang pernah ada .. Saya sudah menggunakan beberapa macam perawatan kulit tapi pori-pori masih besar, setelah mencobanya di hari ketiga voila. !! Pori-pori saya mengecil, tidak membuat breakout dan tidak mengeringkan kulit saya meskipun saya tidak menggunakan toner pelembab setelahnya ... I love it",positive,"['toner', 'baik', 'kuna', 'awat', 'kulit', 'poripor', 'sar-besar', 'sete', 'coba', 'voilaporipori', 'tidak_breakout', 'tidak_ering', 'kulit', 'tidak_kuna', 'toner', 'pelembab', 'setelahnya', 'love']"
2011,1,0,1,1,"belilah toner ini karena hanya viva toner yang tidak mengandung alkohol. harga murah banget cuma 5 ribu tapi cari yang greentea satu ini susah banget. Toner ini cocok banget buat saya, ternyata bisa mengurangi jerawat saya yang waktu itu banyak banget, ini toner viva favorit saya karena tidak mengandung alkohol jadi saya sangat menyukainya. Aromanya lumayan enak, harganya murah dan terlihat keras banget, Greentea ini selalu suka kemana-mana. tidak membuat breakout dan toner ini dapat mengurangi jerawat saya",positive,"['beli', 'toner', 'viva', 'toner', 'tidak_andung', 'alkoholharga', 'murah', 'banget', 'ribu', 'cari', 'grentea', 'susah', 'bangetoner', 'cocok', 'banget', 'nyata', 'jerawat', 'banget', 'toner', 'viva', 'favorit', 'tidak_andung', 'alkohol', 'menyukainyaromanya', 'lumayan', 'enak', 'harga', 'murah', 'lihat', 'keras', 'banget', 'grentea', 'suka', 'kemanamanatidak', 'breakout', 'toner', 'jerawat']"
800,1,0,0,0,"ini ulasan saya tentang bbc ini: + harga murah + mudah didapat + warna naungan no. 2 masuk ke kulit saya + tidak membuat breakout + ringan - cakupan kurang - cukup digunakan sebentar, wajah saya seperti kilang minyak - cepat luntur",positive,"['ulas', 'baca', 'harga', 'murah', 'mudah', 'warna', 'naung', 'no', 'masuk', 'kulit', 'tidak_breakout', 'ringan', 'cakup', 'sebentar', 'wajah', 'kilang', 'minyak', 'cepat', 'luntur']"
3765,0,0,-1,0,"tidak..itu tidak bekerja untuk saya atau ibu saya..saya memiliki bintik-bintik kecil kecil dan ibu saya memiliki bintik yang cukup besar ... satu botol belum berkurang atau pudar sama sekali di bintik-bintik .. saya menggunakan lebih banyak untuk mencerahkan dan memudarkan bintik-bintik kecil di pipi, tapi ternyata tidak ada perubahan sama sekali .. tapi saat digunakan sebagai pelembab cukup enak, karena tidak lengket juga tidak membuat jerawat muncul di kulit sensitifku.",negative,"['tidakitu', 'tidak_kerja', 'sayasaya', 'milik', 'bintikbintik', 'kecil-kecil', 'cil-kecil', 'milik', 'bintik', 'sar-besar', 'botol', 'belum_pudar', 'bintikbintik', 'kuna', 'cerah', 'pudar', 'bintikbintik', 'cil-kecil', 'pipi', 'nyata', 'tidak_ubah', 'sat', 'pelembab', 'enak', 'tidak_lengket', 'tidak_jerawat', 'muncul', 'kulit', 'sensitif']"
4423,1,0,0,0,"Krim peeling pertama saya coba setelah mendapat rekomendasi dari seorang teman. ternyata benar benar bisa menghilangkan sel kulit mati, kotoran di permukaan kulit! Setelah digunakan, kulit wajah terasa lembut, bersih, dan teksturnya lebih halus. makin senang karena harganya super terjangkau dan mudah ditemukan dimana-mana. Alternatif banget kalo gak kupas di dokter atau klinik kecantikan hehe. tapi sekarang saya tidak pakai dulu karena jerawatan dan lecet, kata dokter kulit saya lebih tipis jadi untuk sementara berhenti mengelupas. mungkin nanti saat jerawat sudah sembuh, kulit akan kembali sehat dan ""tebal"", akan pakai lagi;)",positive,"['krim', 'peling', 'coba', 'sete', 'rekomendasi', 'orang', 'temanternyata', 'benar-benar', 'nar-benar', 'hilang', 'sel', 'kulit', 'mati', 'kotor', 'permukan', 'kulitsetelah', 'kulit', 'wajah', 'asa', 'lembut', 'bersih', 'tekstur', 'halusmakin', 'senang', 'harga', 'super', 'jangkau', 'mudah', 'temu', 'dimanamanalternatif', 'banget', 'tidak_kupas', 'dokter', 'klinik', 'kecantikan', 'hehetapi', 'tidak_pakai', 'jerawat', 'lecet', 'kata-kata', 'dokter', 'kulit', 'tipis', 'henti', 'mengelupasmungkin', 'sat', 'jerawat', 'sembuh', 'kulit', 'sehat', 'tebal', 'pakai']"
4758,0,0,0,1,"Selama saya menggunakan body scrub, gambar ini enak banget ... baunya enak juga ... baunya tidak enak juga ... tidak membuat kulit saya kering dan terasa terangkat di semua tempat .. . :) sensasi setelah itu halus banget tapi mungkin tidak nyaman",positive,"['kuna', 'body', 'scrub', 'gambar', 'enak', 'banget', 'bau', 'enak', 'bau', 'tidak_enak', 'tidak_kulit', 'kering', 'asa', 'angkat', 'sensasi', 'sete', 'halus', 'banget', 'tidak_nyaman']"
