conversation_id_str,created_at,favorite_count,full_text,id_str,lang,probability,quote_count,reply_count,retweet_count,topic,tweet_url,user_id_str,username,context,processed,predicted_label,predicted_probability
1.72293E+18,Fri Nov 10 22:44:51 +0000 2023,0,@gibran_tweet Fix tetap ke Pak Anies sangat menguasai teori teori pembangunan negara.,1.72311E+18,in,0.77369195,0,0,0,4,https://twitter.com/Gavushh/status/1723109491938668786,1.72289E+18,Gavushh,"Prabowo Subianto memberikan dukungan untuk Anies dalam pilkada DKI Jakarta, namun hal ini menuai kontroversi di kalangan masyarakat.<br/>",tweet fix anies kuasa teori teori bangun negara,Negatif,[0.7545879]
1.72286E+18,Fri Nov 10 22:22:43 +0000 2023,2,@Yattie2023 @WinahyoK @sunarto__ @Leonita_Lestari Partai bersih cuma PERINDO sama PSI karena belum ada kesempatan. 🤣. Kalo mau asumsi gitu ya bisa aja Gibran buat jagain bapak nya bisa tidur nyenyak setelah menjabat.. Karena kalo sampai Anies yg jadi udah pasti di audit tuh semua proyek yg bau amis. Mana bisa tidur nyenyak 🤭😅,1.7231E+18,in,0.73931485,0,0,0,2,https://twitter.com/Interista082/status/1723103923215778112,1.15113E+18,Interista082,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,lestari partai bersih perindo psi belum_asumsi iya gibr jaga tidur nyenyak jabat anies audit proyek bau amis tidur nyenyak,Negatif,[0.9555537]
1.72307E+18,Fri Nov 10 20:20:07 +0000 2023,3,65 Persen Kader PAN Yogyakarta Pilih Anies Baswedan.  Mayoritas grassroot PAN di Yogyakarta memilih Anies Baswedan pd Pilpres 2024. Banyak kader dan simpatisan partai pimpinan Zulhas ini menjadi relawan pemenangan pasangan AMIN. #kbanews #aminkanindonesia  https://t.co/QkfCd6rONn,1.72307E+18,in,0.58624685,1,0,3,2,https://twitter.com/Simanjunta9Nico/status/1723073069412127051,1.46014E+18,Simanjunta9Nico,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,persen kader yogyakarta pilih anies baswed mayoritas grassroot yogyakarta pilih anies baswed pilpres kader simpatisan partai pimpin zulhas relawan menang pasang amin,Positif,[0.8529905]
1.72306E+18,Fri Nov 10 19:45:48 +0000 2023,0,"Terbentuk Komite Palestina, Muhaimin Iskandar Pertimbangkan Berangkatkan Tim Bantu Warga Gaza.    “Dari Komite Palestina ini untuk kita bicarakan dengan tokoh nasional supaya Komite Palestina ini bisa menjembatani”  #kbanews #AMINAjaDulu https://t.co/A787GTYX4l @Anies_Relawan",1.72306E+18,in,0.97298455,0,0,0,0,https://twitter.com/Simanjunta9Nico/status/1723064432706674748,1.46014E+18,Simanjunta9Nico,,bentuk komite palestina muhaimin iskandar timbang berangkat tim bantu warga gaza komite palestina bicara tokoh nasional komite palestina jembatan relawan,Positif,[0.9984567]
1.72246E+18,Fri Nov 10 19:22:44 +0000 2023,1,@aconk_s @AdindaZahrany07 @aniesbaswedan Paket lengkap. Inshaa alloh Anies menang. AMIN.....Aaminnnnn Ya Rabb,1.72306E+18,in,0.91676563,0,0,0,1,https://twitter.com/e_yumiati/status/1723058629182406975,1.57243E+18,e_yumiati,"Anies mendapat dukungan dari Ganjar Pranowo dalam pilkada DKI Jakarta, namun survei menunjukkan bahwa popularitasnya menurun.<br/>",paket lengkap inshaa allah anies menang aminaaminnnnn iya rabb,Positif,[0.9828853]
1.72293E+18,Fri Nov 10 18:12:53 +0000 2023,0,"@gibran_tweet Pak Anies, guru besar teori pembangunan! Levelnya dewa!",1.72304E+18,in,0.612232,0,0,0,0,https://twitter.com/Park_Yennaa/status/1723041049780596781,1.71893E+18,Park_Yennaa,,tweet anies guru besar-besar teori bangun level dewa,Positif,[0.95749354]
1.723E+18,Fri Nov 10 18:00:53 +0000 2023,2,@M45Broo Klo bisa mah pendukung Anies pindah negara aja sklian,1.72304E+18,in,0.91836876,0,0,0,1,https://twitter.com/Indraraje23/status/1723038028908618152,1.0691E+18,Indraraje23,"Anies mendapat dukungan dari Ganjar Pranowo dalam pilkada DKI Jakarta, namun survei menunjukkan bahwa popularitasnya menurun.<br/>",mah dukung anies pindah negara sklian,Negatif,[0.9567264]
1.72302E+18,Fri Nov 10 17:02:25 +0000 2023,9,"Biar tahu dulu nanti siapa tahu AMIN Menang kalau yg ditunjuk Anies para menteri Kabinetnya sebagian Besar Orang2 profisioal akhlidibidangnya bukan asal tunjuk sempelan kayak kabinet singanu segala komandan Ormaslah ditunjuk jadi Menteri,Mantan Preman dan para penjilat besorban",1.72302E+18,in,0.97917557,0,0,6,0,https://twitter.com/Andria75777/status/1723023315051139184,1.66723E+18,Andria75777,,amin menang anies menteri kabinet sar-besar orang-orang profisioal akhlidibidangnya bukan_sempelan kayak kabinet singanu komandan ormaslah menterimantan preman jilat sorban,Negatif,[0.9996726]
1.72291E+18,Fri Nov 10 16:49:27 +0000 2023,0,@ekowboy2 Berkah selalu buat bapak anies dan cak imin,1.72302E+18,in,0.9102104,0,0,0,2,https://twitter.com/lynaryx/status/1723020053417771450,1.71988E+18,lynaryx,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,berkah anies cak im,Positif,[0.98749125]
1.72301E+18,Fri Nov 10 16:22:47 +0000 2023,21,"Ending dari DRAMA BUSUK ini adalah Gibran Rakabuming Raka digantikan oleh sosok berinisial E"" Tujuan utamanya adalah menggagalkan Prabowo &amp  Anies agar Petugas Partai saja yang pimpin Negara! #KrisyantoYenOni #AniesBaswedanOrangBaik #AMINPeduliPendidikan #AniesMuhaimin2024 https://t.co/xETc79Rfgi""",1.72301E+18,in,0.7477035,0,6,4,2,https://twitter.com/KrisyantoOni/status/1723013342758088998,1.28385E+18,KrisyantoOni,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,ending drama busuk gibr rakabuming raka ganti sosok inisial tuju utama gagal prabowo anies petugas partai pimpin negara,Negatif,[0.99965185]
1.72291E+18,Fri Nov 10 16:15:46 +0000 2023,0,@ekowboy2 Masa bodooo Mo ngdukung apa kagak Yg penting Anies dri JD gubernur udah d hati rakyat,1.72301E+18,in,0.9518373,0,0,0,3,https://twitter.com/reMogen80/status/1723011576070901894,1.69711E+18,reMogen80,"Anies dianggap berhasil dalam menangani banjir di Jakarta, namun masih banyak yang meragukan kemampuannya dalam menangani masalah lainnya.<br/>",bodooo ngdukung apa-apa kagak anies gubernur hati-hati rakyat,Negatif,[0.9995846]
1.72301E+18,Fri Nov 10 15:52:01 +0000 2023,0,Pak Anies Baswedan dan Pak Muhaimin Iskandar adalah tim yang kuat untuk memimpin Indonesia ke masa depan yang lebih baik @siwajahtampan  https://t.co/uliX29R6pM,1.72301E+18,in,0.83219963,0,0,0,2,https://twitter.com/nikenmaull/status/1723005601268003263,1.67832E+18,nikenmaull,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,anies baswed memuhaim iskandar tim kuat pimpin indonesia baik,Positif,[0.99981487]
1.72284E+18,Fri Nov 10 15:32:01 +0000 2023,1,@NenkMonica @prabowo Jauh lebih berkelas pemaparan Pak Anies. 👍 #AMINAjaDulu 🤲,1.723E+18,in,0.89801174,0,0,0,2,https://twitter.com/rahmaniarbaftim/status/1723000564882010206,852327811,rahmaniarbaftim,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,kelas papar anies,Positif,[0.87908983]
1.723E+18,Fri Nov 10 15:29:28 +0000 2023,0,"Alhamdulillah survei tatap muka Populi Center 29 Oktober-5 November 2023 Prabowo Gibran 43,1%, Ganjar Mahfud 23%, Anies Muhaimin 22,3%,"" kata Andre kepada wartawan, Kamis (9/11/2023).  https://t.co/osO41iRSO3""",1.723E+18,in,0.95954144,0,0,0,0,https://twitter.com/talangijoo/status/1722999923044454672,243503262,talangijoo,,alhamdulillah survei tatap muka-muka populi center oktober november prabowo gibr ganjar mahfud anies memuhaim kata-kata andre wartawan kamis,Positif,[0.96884674]
1.723E+18,Fri Nov 10 15:28:14 +0000 2023,0,"Tingkat Elektabilitas Paslon  jika Pilpres hari ini  Prabowo Subianto/Gibran Rakabuming Raka 39,7% Ganjar Pranowo/Mahfud MD 34,8% Anies Baswedan/Muhaimin Iskandar 22,4% Undecided Voters 3,1%",1.723E+18,in,0.95983714,0,1,0,0,https://twitter.com/autokrat_not/status/1722999613710364987,1.60767E+18,autokrat_not,,tingkat elektabilitas paslon pilpres prabowo subiantogibran rakabuming raka ganjar pranowomahfud md anies baswedanmuhaimin iskandar undecided voters,Positif,[0.8047689]
1.72289E+18,Fri Nov 10 15:22:53 +0000 2023,0,@tempodotco survey masalah kesekian yang penting semangat juangnya pak Anies,1.723E+18,in,0.58748806,0,0,0,2,https://twitter.com/bimreksaa/status/1722998268790005851,1.72281E+18,bimreksaa,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,survey sekian semangat juang anies,Positif,[0.8503559]
1.723E+18,Fri Nov 10 15:21:08 +0000 2023,0,"Simulasi Putaran Kedua, Head to Head  Prabowo Subianto/Gibran Rakabuming Raka 52,1% Ganjar Pranowo/Mahfud MD 41,5% Undecided Voters 6,4%  Prabowo Subianto/Gibran Rakabuming Raka 58,5% Anies Baswedan/Muhaimin Iskandar 30,2% Undecided Voters 11,3%",1.723E+18,in,0.9678898,0,1,0,0,https://twitter.com/indeks_politika/status/1722997829013057587,1.60776E+18,indeks_politika,,simulasi putar head head prabowo subiantogibr rakabuming raka ganjar pranowomahfud md undecided voters prabowo subiantogibr rakabuming raka anies baswedanmuhaim iskandar undecided voters,Positif,[0.6928808]
1.72295E+18,Fri Nov 10 15:17:56 +0000 2023,2,@BangPino__ Ini Survei prancis tetap Prabowo menang. Kok bisa . Padahal Anies Tumpah ruah kalau kampanye. Jgn jgn survei dari prancis sudah disogok juga. Yg benar Y'ang mana SIh.,1.723E+18,in,0.6340062,0,0,0,0,https://twitter.com/daengmatarang/status/1722997024256143484,1.28607E+18,daengmatarang,,survei prancis prabowo menang anies tumpah ruah kampanye jangan_jangan survei prancis sogok benar-benar,Negatif,[0.9911904]
1.72289E+18,Fri Nov 10 15:14:31 +0000 2023,0,@tempodotco Respons positif Anies Baswedan terhadap survei memperkuat citra kepemimpinannya sebagai pemimpin yang tenang dan fokus pada kesejahteraan rakyat,1.723E+18,in,0.66034734,0,0,0,2,https://twitter.com/jinkyong281562/status/1722996162628571527,1.71893E+18,jinkyong281562,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,respons positif anies baswed hadap survei kuat citra pimpin pimpin tenang fokus sejahtera rakyat,Positif,[0.99728817]
1.72295E+18,Fri Nov 10 23:35:47 +0000 2023,0,@adearmando61 Terusin aja fitnah pak anies mah tak gentar dgn ocehan2 org2 yg gak ada kerjaan intinya beliau tetap semangat dan pantang mundur,1.72312E+18,in,0.9642842,0,0,0,0,https://twitter.com/SandraDocarmo_/status/1723122310687957126,1.72251E+18,SandraDocarmo_,,fitnah anies mah gentar oceh orang tidak_pekerjaan inti beliau semangat pantang mundur,Positif,[0.87379885]
1.72312E+18,Fri Nov 10 23:35:15 +0000 2023,15,Survei Populi: Elektabilitas PKS Salip NasDem Usai Daftarkan Anies https://t.co/dg6QNC1z6A,1.72312E+18,in,0.9192963,0,3,2,0,https://twitter.com/CNNIndonesia/status/1723122175979438174,17128975,CNNIndonesia,,survei popul elektabilitas pks salip nasdem daftar anies,Negatif,[0.6459861]
1.72249E+18,Fri Nov 10 23:33:08 +0000 2023,0,"@musniumar Siapa juga yang mau percaya Anda, karena manusia cerdas dan memiliki akal sehat TIDAK akan memilih Anies karena tidak ada prestasi yang patut dibanggakan.",1.72312E+18,in,0.55202657,0,0,0,2,https://twitter.com/MMikal37155/status/1723121645198708808,1.72284E+18,MMikal37155,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,percaya manusia cerdas milik akal sehat tidak_pilih anies tidak_prestasi patut bangga,Negatif,[0.66264474]
1.72291E+18,Fri Nov 10 23:23:32 +0000 2023,0,@ekowboy2 semangat trus pak anies dan cak min,1.72312E+18,in,0.6090452,0,0,0,4,https://twitter.com/power_rang46856/status/1723119227534778879,1.7221E+18,power_rang46856,"Prabowo Subianto memberikan dukungan untuk Anies dalam pilkada DKI Jakarta, namun hal ini menuai kontroversi di kalangan masyarakat.<br/>",semangat anies cak min,Positif,[0.9977417]
1.72293E+18,Fri Nov 10 23:16:10 +0000 2023,0,@gibran_tweet Pilih yang jelas2 aja yuk untuk keberlangsungan hidup kita. Pak Anies contohnya ❤,1.72312E+18,in,0.6720963,0,0,0,2,https://twitter.com/Yunlalaa/status/1723117372645703773,1.71917E+18,Yunlalaa,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,tweet pilih jelas-jelas ayo langsung hidup anies contoh,Positif,[0.8958776]
1.72295E+18,Fri Nov 10 23:03:32 +0000 2023,0,@adearmando61 Lah kocak bgt.  Salut sih sama pak anies beliau walaupun di fitnah tetap sabar berjuang,1.72311E+18,in,0.5209555,0,0,0,3,https://twitter.com/xztuby/status/1723114196349682122,1.47436E+18,xztuby,"Anies dianggap berhasil dalam menangani banjir di Jakarta, namun masih banyak yang meragukan kemampuannya dalam menangani masalah lainnya.<br/>",kocak banget salut anies beliau fitnah sabar juang,Positif,[0.98783755]
1.72298E+18,Fri Nov 10 23:02:33 +0000 2023,0,@Mdy_Asmara1701 REKAM JEJAK ANIES DI JAKARTA 👍 https://t.co/Zz25zO3pMw,1.72311E+18,in,0.86379856,0,0,0,3,https://twitter.com/KangSuparmin/status/1723113947216388536,2556225356,KangSuparmin,"Anies dianggap berhasil dalam menangani banjir di Jakarta, namun masih banyak yang meragukan kemampuannya dalam menangani masalah lainnya.<br/>",asmara rekam jejak anies jakarta,Positif,[0.90941083]
1.72244E+18,Fri Nov 10 22:36:45 +0000 2023,0,@Malika6027 Anies presiden 2024 - sampai tak terbatas wkt yg lain singkirkan abaikan,1.72311E+18,in,0.9255017,0,0,0,0,https://twitter.com/nenengwidia22/status/1723107453850775610,1.61257E+18,nenengwidia22,,anies presiden batas singkir abai,Positif,[0.6113391]
1.72295E+18,Fri Nov 10 22:34:17 +0000 2023,0,@adearmando61 Pak Anies sering  difitnah namun tetap sabar berjuang utk ummat.,1.72311E+18,in,0.9255973,0,0,0,0,https://twitter.com/sanntatay/status/1723106833286811734,1.72288E+18,sanntatay,,anies fitnah sabar juang ummat,Positif,[0.942291]
1.72295E+18,Fri Nov 10 22:33:11 +0000 2023,0,@adearmando61 Anies dan cak imin In Syaa Allah menang,1.72311E+18,in,0.48181373,0,0,0,0,https://twitter.com/nuranurimaya/status/1723106556185903559,1.71889E+18,nuranurimaya,,anies cak im syaa allah menang,Positif,[0.9914757]
1.72295E+18,Fri Nov 10 22:28:17 +0000 2023,0,"@adearmando61 Ribut Mulu,   Mending pilih pak Anies Baswedan dan Cak Imin",1.72311E+18,in,0.9261344,0,0,0,2,https://twitter.com/irwanpramonoo/status/1723105322406170703,1.72192E+18,irwanpramonoo,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,ribut mulu mending pilih anies baswed cak im,Negatif,[0.5428623]
1.72303E+18,Fri Nov 10 22:20:26 +0000 2023,0,"@VIVAcoid Paham yo, era PDIP2 iku..? Pindah Anies wae",1.7231E+18,in,0.9096557,0,0,0,1,https://twitter.com/asasfuro/status/1723103347618759103,567132989,asasfuro,"Anies mendapat dukungan dari Ganjar Pranowo dalam pilkada DKI Jakarta, namun survei menunjukkan bahwa popularitasnya menurun.<br/>",paham iya era pdip iku pindah anies wae,Negatif,[0.75572526]
1.7228E+18,Fri Nov 10 22:14:41 +0000 2023,1,"@DoankWarto Hati² pendukung mas Ganjar cara anda mencela Anies sama sperti ketika Pendukung Ahok hanya kebencian tanpa subtansi , hasil nya apa ? Anies semakin pendapat simpatik dari masyarakat. Monggo kalau inginkan Anies menang teruskan caci maki dan olok².",1.7231E+18,in,0.68778086,0,0,0,0,https://twitter.com/JokoWib55555/status/1723101901343089067,1.5954E+18,JokoWib55555,,hati-hat dukung mas ganjar cela anies dukung ahok benci subtansi hasil apa-apa anies simpatik masyarakat monggo anies menang caci maki-maki olok,Negatif,[0.99687773]
1.72289E+18,Fri Nov 10 20:41:49 +0000 2023,0,@tempodotco Anies Baswedan berkomitmen untuk memajukan pendidikan di seluruh negeri.,1.72308E+18,in,0.91888845,0,0,0,2,https://twitter.com/RaraAnggun_/status/1723078530425323855,1.71896E+18,RaraAnggun_,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,anies baswed komitmen maju pendidikan negeri,Positif,[0.9996686]
1.72283E+18,Fri Nov 10 20:01:05 +0000 2023,0,@ekowboy2 anies dan cak imin adalah paket lengkap,1.72307E+18,in,0.5473948,0,0,0,2,https://twitter.com/mlkhtnkhsnh/status/1723068281370620346,1.51047E+18,mlkhtnkhsnh,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,anies cak im paket lengkap,Positif,[0.9957235]
1.72286E+18,Fri Nov 10 17:41:39 +0000 2023,0,"@Dennysiregar7 Beda cerita dulu kalau anies buat posko aduan intimidasi begini, dibilang cemen playing victim mulu 🤣",1.72303E+18,in,0.7244956,0,0,0,2,https://twitter.com/NikoNugrah84413/status/1723033191588483124,1.66285E+18,NikoNugrah84413,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,beda cerita anies posko aduan intimidasi cemen playing victim memulu,Negatif,[0.99745846]
1.72303E+18,Fri Nov 10 17:29:30 +0000 2023,0,Anak muda butuh pemimpin yang bisa menginspirasi Pak Anies Baswedan adalah inspirasi bagi banyak generasi @ngarepterus  https://t.co/o1NKHnUqOc,1.72303E+18,in,0.94597995,0,0,0,2,https://twitter.com/ahmadandrii/status/1723030131906621664,1.67392E+18,ahmadandrii,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,anak-anak muda butuh pimpin inspirasi anies baswed inspirasi generasi,Positif,[0.99929714]
1.72302E+18,Fri Nov 10 17:03:07 +0000 2023,0,"Dengerin aja lah klau Anies B bercerita,,cape deh, nambahin dosa klau kita ikut komentarin ,🤣",1.72302E+18,in,0.94172275,0,0,0,2,https://twitter.com/TotoBudi772646/status/1723023492533108790,1.69645E+18,TotoBudi772646,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,dengar anies berceritacape deh dosa komentar,Negatif,[0.9010354]
1.72302E+18,Fri Nov 10 16:57:45 +0000 2023,0,"Anies Targetkan Setiap Keluarga Punya Rumah, Bagaimana Caranya? https://t.co/TFuHAcJEDL https://t.co/ktOvQlsfrl",1.72302E+18,in,0.9102591,0,0,0,0,https://twitter.com/syahrukhanKW/status/1723022140830884126,7.79274E+17,syahrukhanKW,,anies target keluarga rumah,Positif,[0.91901726]
1.72302E+18,Fri Nov 10 16:55:06 +0000 2023,10,Janji Anies Baswedan Jika Terpilih Jadi Presiden: Permudah Akses KPR https://t.co/a1RUHHN6nt,1.72302E+18,in,0.9252361,2,13,1,0,https://twitter.com/KompasTV/status/1723021475681276335,71436318,KompasTV,,janji anies baswed pilih presiden mudah akses kpr,Positif,[0.9366412]
1.72302E+18,Fri Nov 10 16:55:02 +0000 2023,0,"Pak Anies, kami percaya Anda dan Pak Muhaimin akan membawa perubahan positif bagi Indonesia @__7daysaweek  https://t.co/Ofufsulgvy",1.72302E+18,in,0.94592994,0,0,0,2,https://twitter.com/sayunda1_/status/1723021459683934717,1.67429E+18,sayunda1_,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,anies percaya memuhaim bawa ubah positif indonesia daysaweek,Positif,[0.99835956]
1.72291E+18,Fri Nov 10 16:06:01 +0000 2023,0,@ekowboy2 Setuju banget pasti bakal sukses besar anies dan cak imin,1.72301E+18,in,0.9263874,0,0,0,2,https://twitter.com/biskuitmilku/status/1723009120997986463,1.71923E+18,biskuitmilku,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,tuju banget sukses sar-besar anies cak im,Positif,[0.99889314]
1.723E+18,Fri Nov 10 15:27:16 +0000 2023,0,"Tiga Capres Soal Pasar Modal RI, Beda Strategi Anies – Ganjar dan Prabowo https://t.co/5bU2XLSOae",1.723E+18,in,0.5858707,0,0,0,2,https://twitter.com/Jurnalpatroli_/status/1722999371044651285,1.50731E+18,Jurnalpatroli_,Tidak semua masyarakat setuju dengan kebijakan Anies terkait pembatasan kendaraan pribadi di Jakarta.<br/>,capres pasar modal ri beda strategi anies ganjar prabowo,Negatif,[0.71159047]
1.723E+18,Fri Nov 10 15:21:07 +0000 2023,0,"Tingkat Elektabilitas Paslon  jika Pilpres hari ini  Prabowo Subianto/Gibran Rakabuming Raka 39,7% Ganjar Pranowo/Mahfud MD 34,8% Anies Baswedan/Muhaimin Iskandar 22,4% Undecided Voters 3,1%",1.723E+18,in,0.959834,0,1,0,0,https://twitter.com/indeks_politika/status/1722997823925346349,1.60776E+18,indeks_politika,,tingkat elektabilitas paslon pilpres prabowo subiantogibr rakabuming raka ganjar pranowomahfud md anies baswedanmuhaim iskandar undecided voters,Positif,[0.9253642]
