conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,processed,predicted_label,predicted_probability
1342746816098406400,Sat Dec 26 08:19:22 +0000 2020,13182,[cm] kondisi keluargaku saat ini doain ya spy bs bayar ukt januari https://t.co/OpQwSBvNVD,1342746816098406400,https://pbs.twimg.com/media/EqJlHPpUwAE5Mca.jpg,,in,,199,760,1003,https://x.com/collegemenfess/status/1342746816098406400,1046084008742801408,collegemenfess,kondisi keluargaku doain bayar ukt januari,Negatif,[0.8929373]
1151519207126732800,Wed Jul 17 15:49:07 +0000 2019,15668,Orang tua menangis karena mendapati UKT anaknya yang tidak sesuai dengan pendapatan sehari-hari. Kemungkinan tidak akan melanjutkan pendidikan di kampus UIN Suska Riau. Semoga ada pihak yang membantu beliau. https://t.co/aS7Y1tvUGQ,1151519207126732800,https://pbs.twimg.com/ext_tw_video_thumb/1151519142589038593/pu/img/RMFT6I9XclROJfk4.jpg,,in,Nusantara,2374,1307,18939,https://x.com/ajemikkk/status/1151519207126732800,205158059,ajemikkk,orang-orang tua menangis mendapati ukt anaknya tidak sesuai pendapatan seharihari tidak melanjutkan pendidikan kampus uin suska riau semoga membantu beliau,Negatif,[0.5601777]
1794614369541910861,Sun May 26 06:19:42 +0000 2024,10828,Muhammadiyah ini konkrit amal usahanya. Ada anak petani ga bisa bayar UKT bisa bayar pakai hasil bumi. Setidaknya ada dua masalah selesai pertama masalah UKT; kedua distribusi hasil bumi dari produsen ke konsumen. Langkah ini harus dicontoh oleh ormas lain yang punya kampus.,1794614369541910861,,,in,imamnya @tucarino_,133,85,2608,https://x.com/KemenperinRI/status/1794614369541910861,1030789552867139584,KemenperinRI,muhammadiyah konkrit amal usahanya anak-anak petani enggak bayar ukt bayar pakai hasil bumi selesai ukt distribusi hasil bumi produsen konsumen langkah dicontoh ormas kampus,Negatif,[0.9085542]
1795014140463063530,Mon May 27 08:48:15 +0000 2024,3900,Breaking News: Nadiem Makarim Batalkan Semua Kenaikan UKT Tahun Ini **** Nadiem menyampaikan keputusan ini usai bertemu Presiden Joko Widodo di Istana Kepresidenan Jakarta pada Senin 27 Mei 2024. #NewsUpdateTempo #UKT https://t.co/AcLuOJY8XJ,1795014140463063530,https://pbs.twimg.com/media/GOkroogaQAEjkyt.jpg,,in,Indonesia,775,451,896,https://x.com/tempodotco/status/1795014140463063530,18129942,tempodotco,breaking news nadiem makarim batalkan kenaikan ukt tahun-tahun nadiem keputusan bertemu presiden joko widodo istana kepresidenan jakarta senin mei,Negatif,[0.5853586]
1792886470124118149,Tue May 21 11:53:39 +0000 2024,1668, Pas itu di pikiranku cuma mati aja. Aku mikirnya kalau aku gak ada pasti orang tuaku gak perlu bayar 4 juta per semester dan mikirin biaya kos plus makanku di sini. Nestapa Keluarga Kelas Pas-pasan Mengejar Gelar Sarjana #PendidikanHarusGratis #UKT https://t.co/ovrKbAFhmv,1792886470124118149,,,in,Indonesia,60,7,793,https://x.com/projectm_org/status/1792886470124118149,1369663239718465538,projectm_org,pas pikiranku mati mikirnya enggak orang-orang tuaku enggak bayar juta semester memikirkan biaya kos plus makanku nestapa keluarga kelas paspasan mengejar gelar sarjana,Negatif,[0.91293603]
1792367808262926569,Mon May 20 01:32:40 +0000 2024,5710,Saat Debat Capres 2024 UKT Mahal ... Dikasih pilihan Capres yang memperhatikan pendidikan dan kemajuan bangsa gak dipilih malah pilih yg joget-joget. Nikmati saja pilihan kamu https://t.co/QFGJOUdwRc,1792367808262926569,https://pbs.twimg.com/ext_tw_video_thumb/1792367762037452800/pu/img/cX8vSWQC0DnPttjI.jpg,,in,,123,176,2237,https://x.com/MuhiqR/status/1792367808262926569,1266386436049289216,MuhiqR,debat capres ukt mahal dikasih pilihan capres memperhatikan pendidikan kemajuan bangsa enggak dipilih pilih jogetjoget nikmati pilihan,Positif,[0.5549896]
1723539246949249401,Sun Nov 12 03:12:32 +0000 2023,9638,[cm] sebagai mahasiswa daripada kuliah full digratiskan jujur aku lebih setuju kalau UKT lebih transparan dan good fit dengan kondisi mahasiswa juga KIPK yg lebih tepat sasaran udah gitu aja sih️ kalian gimana guys? setuju atau ada pendapat lain? https://t.co/D7h2XCjbqg,1723539246949249401,https://pbs.twimg.com/media/F-s9z27boAAH9iv.jpg,,in,,465,503,790,https://x.com/collegemenfess/status/1723539246949249401,1046084008742801408,collegemenfess,mahasiswa kuliah full digratiskan jujur setuju ukt transparan good fit kondisi mahasiswa kipk sasaran guys setuju pendapat,Negatif,[0.97196734]
1791349799834554524,Fri May 17 06:07:28 +0000 2024,6353,Anggaran UI thn lalu Rp 3 2 triliun (UGM Rp 3 triliun). Mahal juga kelola kampus besar. Nah UI dpt bantuan dana pemerintah 15% saja (Rp 500m). Sisanya atau Rp 2 7 triliun UI harus akrobat cari via UKT x aneka usaha x hibah. Harusnya RI kasi bantuan 50%. Jngn hanya 15%. https://t.co/wHwQInHW41,1791349799834554524,https://pbs.twimg.com/media/GNwnJkcbgAAThl6.jpg,,in,,396,324,1627,https://x.com/Strategi_Bisnis/status/1791349799834554524,190535830,Strategi_Bisnis,anggaran ui rp triliun ugm rp triliun mahal kelola kampus besar-besar ui bantuan dana pemerintah rp sisanya rp triliun ui akrobat cari via ukt aneka usaha hibah ri kasih bantuan jangan,Negatif,[0.7743458]
1794972348627710308,Mon May 27 06:50:07 +0000 2024,1428,@CNNIndonesia Salam tapera 156 Negara dibangun diatas kaum menengah Yg menengah kebawah dapet bermacam2 subsidi Kelas atas dapet tax amnesti dll Kelas menengah dapet bayar tapera bpjs kes bpjs tk PPH kenaikan ukt kelas bpjs harusnya kelas 1 dihapus disamaratakan daaan kenaikan ppn https://t.co/kz0nDTw7FX,1794984412171436128,https://pbs.twimg.com/media/GOkQznoboAAH5VP.jpg,CNNIndonesia,in,"Bekasi Selatan, Indonesia",69,46,586,https://x.com/dimasthink/status/1794984412171436128,30445218,dimasthink,salam tapera negara dibangun diatas kaum menengah menengah kebawah subsidi kelas tax amnesti dll kelas menengah bayar tapera bpjs kes bpjs pph kenaikan ukt kelas bpjs kelas dihapus disamaratakan daaan kenaikan ppn,Negatif,[0.9655774]
1290896359243968512,Wed Aug 05 06:24:10 +0000 2020,2740,[cm] guys semoga ada titik terang untuk ukt kita semua https://t.co/KUN60aihs8,1290896359243968512,https://pbs.twimg.com/media/EeovZcFU8AA50sJ.jpg,,in,,123,219,424,https://x.com/collegemenfess/status/1290896359243968512,1046084008742801408,collegemenfess,guys semoga titik terang ukt,Negatif,[0.61306]
1795046235700695376,Mon May 27 10:55:47 +0000 2024,301,UKT MAHAL?? KH. THOHA MUNTHOHA MANAN DARI BANYUWANGI PUNYA SOLUSI MENSIASATI UKT MAHAL JUGA YANG DILAKUKAN UAH SEMOGA ADA YG LAIN MENYUSUL AAMIIN https://t.co/TYvQBP0E0p,1795046235700695376,https://pbs.twimg.com/ext_tw_video_thumb/1795046076111847424/pu/img/YAynwJsypjsgBbYi.jpg,,in,,3,10,121,https://x.com/Boediantar4/status/1795046235700695376,1383750727575605257,Boediantar4,ukt mahal kah thoha munthoha manan banyuwangi solusi mensiasati ukt mahal uah semoga menyusul amin,Positif,[0.65284765]
1792804792139698286,Tue May 21 06:29:05 +0000 2024,2163,Ugm_fess Uang pangkal dikasih ke semua golongan UKT https://t.co/mi7Iy1J8di,1792804792139698286,https://pbs.twimg.com/media/GOFSdHnaIAAh0a-.jpg,,in,RULES,693,269,210,https://x.com/UGM_FESS/status/1792804792139698286,1277749122296983552,UGM_FESS,ugmfess uang pangkal dikasih golongan ukt,Negatif,[0.8684371]
1785987496956031120,Thu May 02 10:59:35 +0000 2024,36636,[cm] pdhl mau nyindir petinggi krna ukt tinggi ehh mlh supir truk yg kesindir https://t.co/N5yPP2BhZM,1785987496956031120,https://pbs.twimg.com/media/GMkaKVAaMAAba1N.jpg,,in,,925,1400,2219,https://x.com/collegemenfess/status/1785987496956031120,1046084008742801408,collegemenfess,menyindir petinggi ukt eh supir truk kesindir,Negatif,[0.8948183]
1613452897563574273,Thu Jan 12 08:28:41 +0000 2023,10275,-dips! buset baru tau bayar ukt dpt bisa hadiah anjirrr https://t.co/o89SxEaBPi,1613452897563574273,https://pbs.twimg.com/media/FmQi2iqacAESc40.jpg,,in,⬇️BACA RULES JANGAN NGELANGGAR,1409,1033,607,https://x.com/undipmenfess/status/1613452897563574273,1177052356925513728,undipmenfess,dips buset bayar ukt hadiah anjir,Negatif,[0.8851226]
1792790715904516287,Tue May 21 05:33:09 +0000 2024,13430,Menjadi jelas ya bhw yang menaikkan UKT adalah Mendikbud - artinya dinakkan oleh rezim Jokowi. Rektor yg dipilih Jokowi sbg pelaksana. Ini proklamasi dari Rezim Jokowi bhw mulai 2024 HANYA ORANG KAYA YANG BOLEH JADI MAHASISWA ! Selamat menikmati PILIHANMU https://t.co/BQBchkxuWW,1792790715904516287,,,in,,246,585,4526,https://x.com/msaid_didu/status/1792790715904516287,1117990249806721024,msaid_didu,jelas-jelas menaikkan ukt mendikbud dinakkan rezim jokowi rektor dipilih jokowi pelaksana proklamasi rezim jokowi orang-orang kayak mahasiswa selamat menikmati pilihanmu,Negatif,[0.87945193]
1795033319450485203,Mon May 27 10:04:28 +0000 2024,1615,Kenaikan UKT ((Tahun ini)) ini dibatalkan. Baleg DPR Kembalikan Draf RUU Penyiaran ke Komisi I karena Timbulkan Kontroversi Protes kita berdampak loh. jadi jangan putus asa dulu ayo kita suarakan terus. ️ https://t.co/Vub001xKEs,1795033319450485203,https://pbs.twimg.com/media/GOk9JISbMAAjjg5.jpg,,in,,21,7,632,https://x.com/HaveAniesDay/status/1795033319450485203,801803551525605376,HaveAniesDay,kenaikan ukt tahun-tahun dibatalkan baleg dpr kembalikan draf ruu penyiaran komisi timbulkan kontroversi protes berdampak jangan-jangan putus asa ayo suarakan,Negatif,[0.98444366]
1794909821529214998,Mon May 27 01:53:43 +0000 2024,811,Nilai-nilai anti Indonesia (yang saya dukung): - Mendukung pendidikan aksesibel untuk semua orang - Mendukung kuliah UKT murah - Mendukung guru dan dosen digaji layak - Menolak student loan - Menolak pinjol untuk bayar UKT - Negara wajib hadir dalam pendidikan Nilai-nilai,1794909821529214998,,,in,"Michuhol-gu, Republic of Korea",10,36,281,https://x.com/ardisatriawan/status/1794909821529214998,170542374,ardisatriawan,nilainilai anti indonesia dukung mendukung pendidikan aksesibel orang-orang mendukung kuliah ukt murah mendukung guru dosen digaji layak menolak student loan menolak pinjol bayar ukt negara wajib hadir pendidikan nilainilai,Positif,[0.5794163]
1794577464230031840,Sun May 26 03:53:03 +0000 2024,6336,Mertuaku udah ga kerja. Jual jati emas usia 20 thn buat biaya UKT dan kos adik iparku (skrg smt 6). Sdh coba jual di FB pengrajin tapi blm rezeki. Siapa tahu ada yg minat utk bikin gazebo kursi dll. Total 40 pohon dgn diameter tertera. Bantu jual dpt komisi. https://t.co/KME14mM1H8,1794577464230031840,https://pbs.twimg.com/media/GOeesE7aIAAgBKb.jpg,,in,"Bandung, Indonesia ",81,96,2544,https://x.com/urfaqurrotaainy/status/1794577464230031840,318477860,urfaqurrotaainy,mertuaku enggak kerja jual jati emas usia biaya ukt kos adik iparku smt coba jual fb pengrajin belum rezeki minat gazebo kursi dll total pohon diameter tertera bantu jual komisi,Positif,[0.8537885]
1795024424355119141,Mon May 27 09:29:07 +0000 2024,1216,Dalam 2 bulan terakhir kebijakan yang sudah diteken level menteri terus dibatalkan karena viral dan ribut: 1. Aturan bawa barang dari LN (Permendag) 2. Kenaikan UKT (Permendikbud) Butut banget proses policy-makingnya. Mau heran tapi ini Wakanda.,1795024424355119141,,,in,Jakarta Capital Region,18,5,768,https://x.com/shallypristine/status/1795024424355119141,92804304,shallypristine,kebijakan diteken level menteri dibatalkan viral ribut aturan bawa-bawa barang ln permendag kenaikan ukt permendikbud butut banget proses policymakingnya heran wakanda,Negatif,[0.8565581]
1792884044222624169,Tue May 21 11:44:00 +0000 2024,7513,Cek: UKT FKUI S1 2024/25 Kelompok 1: 500 ribu Kelompok 2: 1 juta Kelompok 3: 12.5 juta Kelompok 4: 17.5 juta Kelompok 5: 20 juta Itu yang mampu bayarnya 4 juta atau 6 juta dikemanain? Kaya kelompok 1 sama 2 itu formalitas aja demi yang punya SKTM/KIP. Kelas menengah ke bawah?,1792884044222624169,,,in,"Michuhol-gu, Republic of Korea",470,355,2182,https://x.com/ardisatriawan/status/1792884044222624169,170542374,ardisatriawan,cek ukt fkui kelompok ribu kelompok juta kelompok juta kelompok juta kelompok juta bayarnya juta juta dikemanakan kayak kelompok formalitas sktmkip kelas menengah,Negatif,[0.9906741]
1794722262844858874,Sun May 26 13:28:26 +0000 2024,5516, UKT mahal supaya dosen tidak underpaid. Kalimat lucu.,1794722262844858874,,,in,"Michuhol-gu, Republic of Korea",30,80,1187,https://x.com/ardisatriawan/status/1794722262844858874,170542374,ardisatriawan,ukt mahal dosen tidak underpaid kalimat lucu,Negatif,[0.8107244]
1792811463222194477,Tue May 21 06:55:36 +0000 2024,5157,Nadiem: Seharusnya Tak Ada Mahasiswa yang Gagal Kuliah karena UKT https://t.co/cW6nZmEbcp,1792811463222194477,,,in,Indonesia,6011,3651,1133,https://x.com/KompasTV/status/1792811463222194477,71436318,KompasTV,nadiem mahasiswa gagal kuliah ukt,Negatif,[0.72480583]
1354332588609921026,Wed Jan 27 07:37:06 +0000 2021,8249,[cm] Bayar UKT cuman dapet PPT ngakak banget https://t.co/Kx8KhNKtOm,1354332588609921026,https://pbs.twimg.com/media/EsuOT6iVcAEpU3K.jpg,,in,,222,253,1204,https://x.com/collegemenfess/status/1354332588609921026,1046084008742801408,collegemenfess,bayar ukt cuman ppt mengakak banget,Positif,[0.9693866]
1795126190669176914,Mon May 27 16:13:30 +0000 2024,100,BPJS Disesuaikan (kelas 3 dihapus) PPN Naik ke 12% UKT Naik (publik protes keras ditunda setahun) Pertalite dihapus TDL Naik LPG (akan) Naik Sembako Naik Rakyat harus bayar Tapera 3% gaji Semua demi Utang Naik ?! #Nalar https://t.co/8qxT8dpS1X,1795126190669176914,https://pbs.twimg.com/media/GOmRtVtagAAXiaO.jpg,,in,South East Asia,4,6,61,https://x.com/ZAEffendy/status/1795126190669176914,129750289,ZAEffendy,bpjs disesuaikan kelas dihapus ppn ukt publik protes keras ditunda setahun pertalite dihapus tdl lpg sembako rakyat bayar tapera gaji utang,Negatif,[0.9853444]
1792873356490121558,Tue May 21 11:01:32 +0000 2024,13688,Calon mahasiswa jalur prestasi sampe mundur gara2 UKT tinggi Nadiem KNTL https://t.co/DPCJNzPUJn,1792873356490121558,,,in,"Siantar, Bklu, Lubuklinggau",180,249,2852,https://x.com/AsepWitoko/status/1792873356490121558,498469927,AsepWitoko,calon mahasiswa jalur prestasi mundur gara-gara ukt nadiem kntl,Negatif,[0.9880106]
1730924963480363518,Sat Dec 02 12:20:44 +0000 2023,4780, kalo bisa ngulang tahun2 kuliah apa yg bakal kamu ubah? aku bakal: - lebih banyak magang - ga ikut2an temen buat daftar kepanitiaan yg sebenernya ga aku minati - nyari beasiswa biar gausah bayar UKT btw cek tweet selanjutnya buat info beasiswa S1 dengan kuota 100 orang! ,1730924963480363518,,,in,,395,67,735,https://x.com/elisabetguwanto/status/1730924963480363518,1227757053000601601,elisabetguwanto,ngulang tahun-tahun kuliah apa-apa ubah magang enggak ikutan teman daftar kepanitiaan enggak minati mencari beasiswa enggak usah bayar ukt btw cek tweet info beasiswa kuota orang-orang,Negatif,[0.98539615]
1752303729116877265,Tue Jan 30 12:12:19 +0000 2024,10962,Menteri Keuangan Sri Mulyani Indrawati menyampaikan bahwa Dewan Pengawas Lembaga Pengelola Dana Pendidikan (LPDP) saat ini tengah menyiapkan bantuan pinjaman biaya pendidikan bunga rendah untuk mahasiswa (student loan) yang digunakan untuk membayar Uang Kuliah Tunggal (UKT). https://t.co/ltEisSVYsH,1752303729116877265,https://pbs.twimg.com/media/GFFu8v4boAAnyyQ.jpg,,in,Jakarta Capital Region,3982,1130,1522,https://x.com/asumsico/status/1752303729116877265,829366551446818816,asumsico,menteri keuangan sri mulyani indrawati dewan pengawas lembaga pengelola dana pendidikan lpdp bantuan pinjaman biaya pendidikan bunga rendah mahasiswa student loan membayar uang kuliah tunggal ukt,Negatif,[0.7867161]
1792775656943624256,Tue May 21 04:33:19 +0000 2024,2284,Nadiem Makarim menegaskan kenaikan uang kuliah tunggal (UKT) hanya berlaku bagi mahasiswa baru. Mahasiswa lama tak akan terdampak. https://t.co/qUNp8qAAgK,1792775656943624256,,,in,Jakarta,2207,2135,873,https://x.com/kompascom/status/1792775656943624256,23343960,kompascom,nadiem makarim kenaikan uang kuliah tunggal ukt berlaku mahasiswa mahasiswa terdampak,Positif,[0.7506959]
1786343250623942792,Fri May 03 10:33:14 +0000 2024,14452,Kalian menyadari gk sih begitu banyak permasalahan di negara ini 1. Kasus korupsi 2. Kasus Timah 3. Dolar makin tinggi 4. Ukt tinggi 5. Tarif listrik naik 6. Harga sembako naik 7. Perampokan dan pembunuhan Tapi gk ada pernyataan dan solusi dari pemimpin negara ini kenapa ya ?,1786343250623942792,,,in,,385,688,4427,https://x.com/nialubis_/status/1786343250623942792,1604860300573802497,nialubis_,menyadari enggak permasalahan negara korupsi timah dolar ukt tarif listrik harga sembako perampokan pembunuhan enggak pernyataan solusi pemimpin negara,Negatif,[0.9891549]
1795231798277837187,Mon May 27 23:13:09 +0000 2024,5,Abis UKT terbit issue Tapera. Me: https://t.co/Lq0Kq2sGuW,1795231798277837187,https://pbs.twimg.com/media/GOnxzlRaAAEQhkS.jpg,,in,"Jakarta, Indonesia",0,1,1,https://x.com/arifmuharram/status/1795231798277837187,40630785,arifmuharram,habis ukt terbit issue tapera me,Negatif,[0.559804]
1792857442759700936,Tue May 21 09:58:18 +0000 2024,15996,Ini lho saya jadi curiga kenaikan UKT yang masif ini memang disengaja untuk memperbanyak tenaga kerja murah. Rakyat ga boleh kuliah lulusan SMA makin banyak ga punya pilihan selain dibayar murah atau bahkan bekerja informal,1792857442759700936,,,in,"Yogyakarta, Indonesia",394,145,5578,https://x.com/jilulisme/status/1792857442759700936,223086304,jilulisme,lho curiga kenaikan ukt masif disengaja memperbanyak tenaga kerja murah rakyat enggak kuliah lulusan enggak pilihan dibayar murah informal,Negatif,[0.9413867]
1573137677876359169,Fri Sep 23 02:30:24 +0000 2022,4987,Ameh bayar ukt mas https://t.co/LKFTaoHxzC,1573137677876359169,https://pbs.twimg.com/ext_tw_video_thumb/1573137639083249665/pu/img/jebHgPykd6o3HGWR.jpg,,in,Yogyakarta,397,247,1747,https://x.com/helmihelmi/status/1573137677876359169,46063108,helmihelmi,ameh bayar ukt mas,Negatif,[0.63621736]
1794450679064388013,Sat May 25 19:29:15 +0000 2024,2456,Harus saya akui: belum nemu celah yang saya nggak setuju dari argumen Pak Anies soal justifikasi peran negara dalam biaya kuliah di video ini. Kemarin Presiden terpilih juga sudah keluar statemen kontra UKT tinggi. Semoga bisa disetel ulang deh kebijakannya.,1794450679064388013,,,in,"Yogyakarta, Indonesia",10,9,703,https://x.com/nabiylarisfa/status/1794450679064388013,37574084,nabiylarisfa,akui belum nemu celah enggak setuju argumen anies justifikasi peran negara biaya kuliah video kemarin presiden terpilih statemen kontra ukt semoga disetel ulang deh kebijakannya,Negatif,[0.52448344]
1792433117221044274,Mon May 20 05:52:11 +0000 2024,348,Sebanyak 9 9 juta Gen Z Menganggur di Tahun 2023! Ramai soal UKT yang mahal disusul fakta pahit adanya hampir 10 juta Gen Z menganggur pada 2023. Mereka tidak bekerja dan tidak sekolah. Apa penyebabnya? Sebuah utas https://t.co/QCn842P7s9,1792433117221044274,https://pbs.twimg.com/media/GOAAMPTaMAAcVto.jpg,,in,Jakarta Capital Region,111,22,111,https://x.com/akuratco/status/1792433117221044274,786549338818224128,akuratco,juta gen menganggur tahun-tahun ramai ukt mahal disusul fakta pahit juta gen menganggur tidak tidak sekolah apa-apa penyebabnya utas,Negatif,[0.9382202]
1795042459241562137,Mon May 27 10:40:47 +0000 2024,80,Ini artinya Kemendikbud harus sgra kirim surat ke seluruh rektor PTN agar membatalkan kenaikan UKT dan melarang mrka naikkan UKT. Rektor2 harus lakukan penghematan extra agar tidak defisit seraya minta Kemdikbud sgra naikkan bantuan dana ke semua PTN. ️️️🇲🇨🇲🇨🇲🇨 https://t.co/zyjBcNsOrs,1795042459241562137,https://pbs.twimg.com/media/GOlFmo-bUAAPhik.jpg,,in,,2,7,33,https://x.com/Strategi_Bisnis/status/1795042459241562137,190535830,Strategi_Bisnis,kemendikbud sgra kirim surat rektor ptn membatalkan kenaikan ukt melarang naikkan ukt rektor lakukan penghematan extra tidak defisit seraya kemdikbud sgra naikkan bantuan dana ptn,Negatif,[0.94955575]
1792795415215300893,Tue May 21 05:51:50 +0000 2024,27200,Guys jangan teralihkan. Tetap tolak kenaikkan UKT. Narasinya dialihkan ke kenaikan hanya berlaku untuk mahasiswa baru agar mahasiswa lama bungkam. Padahal esensinya kenaikan UKT ini mencekik semua masyarakat Indonesia. Tolak kenaikan UKT.,1792795415215300893,,,in,imamnya @tucarino_,140,69,12148,https://x.com/KemenperinRI/status/1792795415215300893,1030789552867139584,KemenperinRI,guys jangan-jangan teralihkan tolak kenaikkan ukt narasinya dialihkan kenaikan berlaku mahasiswa mahasiswa bungkam esensinya kenaikan ukt mencekik masyarakat indonesia tolak kenaikan ukt,Positif,[0.75774586]
1793459279263093059,Thu May 23 01:49:47 +0000 2024,11988,angkatan 24 core - UTBK ada isian singkat - waktu UTBK diubah h-7 - UKT naik - jalur mandiri make uang pangkal semua - dblg kuliah tersier - dsuruh pinjol bwat bayar UKT,1793459279263093059,,,in,pluto,300,109,2877,https://x.com/DepreschoolBoy/status/1793459279263093059,1576002900383649792,DepreschoolBoy,angkatan core utbk isian singkat utbk diubah ukt jalur mandiri memakai uang pangkal dblg kuliah tersier dsuruh pinjol bwat bayar ukt,Negatif,[0.84933394]
1792403587198513525,Mon May 20 03:54:51 +0000 2024,1221,Gen Z: Masa kuliah harus bertarung dengan mahalnya UKT. Setelah lulus harus berhadapan dengan kenyataan bahwa cari kerja di sektor formal kian sulit. Jurnalisme data @hariankompas hari ini menurunkan seri liputan ttg mengapa Gen Z susah dapat kerja. https://t.co/8KMKD3Zn3P,1792403587198513525,,,in,,15,10,516,https://x.com/okkymadasari/status/1792403587198513525,59823199,okkymadasari,gen kuliah bertarung mahalnya ukt lulus berhadapan kenyataan cari kerja sektor formal kian sulit jurnalisme data menurunkan seri liputan gen susah kerja,Negatif,[0.7701647]
1791821806908882958,Sat May 18 13:23:03 +0000 2024,244,Diprotes mahasiswa karena biaya UKT naiknya keterlaluan eh malah jawaban pemerintah begini coba. | Narasi Daily https://t.co/exZdB0dmy5,1791821806908882958,https://pbs.twimg.com/media/GN3Ubt7a8AAp5Eb.jpg,,in,,23,31,154,https://x.com/NarasiNewsroom/status/1791821806908882958,1158355819512991747,NarasiNewsroom,diprotes mahasiswa biaya ukt naiknya eh pemerintah coba narasi daily,Negatif,[0.9462008]
