created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,processed,predicted_label,predicted_probability
Sat Feb 17 10:55:42 +0000 2024,1758807427183722944,@MafiaWasit Udah dibilang timnas mainnya di Batakan ae,0,0,0,0,in,420912513,1758450704254222446,Dedy_Stywn,https://twitter.com/Dedy_Stywn/status/1758807427183722944,dibilang timnas mainnya batakan,Negatif,[0.8073292]
Sat Feb 17 08:19:40 +0000 2024,1758768160881455448,"@_adrieedu mau tambah contoh kasus lg? ada arhan tuh. gausa dijelasin lg kondisi dia di verdy gmn, tp pas masuk piala asia, okey tuh mainnya. okey di atas lu bilang jairo bukan pemain muda. tp umur dia masi mateng buat jd pemain reguler, apalagi main di timnas yg peringkatnya bukan 100 fifa",1,0,0,0,in,857799829526724608,1758756933862113306,rifkvar,https://twitter.com/rifkvar/status/1758768160881455448,adrieedu contoh arhan enggak usah dijelasin kondisi verdy pas masuk piala asia okey mainnya okey lu bilang-bilang jairo bukan pemain muda umur mateng pemain reguler main timnas peringkatnya bukan fifa,Negatif,[0.91616267]
Sat Feb 17 07:50:52 +0000 2024,1758760914122359245,@rintisell ehh iyaaa kak si ran itu aku liat emg banyak fansnya yaa. mutualku yg ngehype voli kayak mostly suka jg sama si ran itu. ran mainnya cuma di timnas japan aja atau ada di klub gitu kak?? dan nontonnya tuh kalo voli dimana sih kak streamingnya? 😭,0,0,0,0,in,1544183964901904384,1758751532428964154,txturcrush,https://twitter.com/txturcrush/status/1758760914122359245,eh iya kak ran lihat fansnya mutualku ngehype voli kayak mostly suka ran ran mainnya timnas japan klub kak nontonnya voli dimana-mana kak streamingnya,Negatif,[0.82633835]
Sat Feb 17 06:21:42 +0000 2024,1758738474747011461,"@eamsyachreza @MafiaWasit Hah? Lucu....   Lah terus kenapa Timnas Inggris waktu kualifikasi Euro ngalah sama Musisi? Malah Timnas Inggris mainnya di OT.  Stadion yang dipake Barcelona sekarang, sebelum musimnya mulai aja masih sempet tuh dipake konser Coldplay berhari2.",0,0,0,1,in,66067746,1758450704254222446,idioticstupidt,https://twitter.com/idioticstupidt/status/1758738474747011461,hah lucu timnas inggris kualifikasi euro mengalah musisi timnas inggris mainnya ot stadion dipakai barcelona musimnya dipakai konser coldplay berhari,Negatif,[0.9723644]
Fri Feb 16 09:45:32 +0000 2024,1758427383437369814,"@VNCSOOYA_10 @fakeforlive @barcastuff_idn Gw nonton semua match timnas jerman era nagelsmann juga gk jauh beda gaya mainnya ama flick, apalagi pas kalah ama austria dan turki, emang pemain2 jerman aja banyak yg ngedrop.",0,1,0,0,in,1208746768491368449,1758421135597937075,akusinopal,https://twitter.com/akusinopal/status/1758427383437369814,idn gue menonton match timnas jerman era nagelsmann enggak beda gaya mainnya flick pas kalah austria turki pemain jerman ngedrop,Negatif,[0.626955]
Fri Feb 16 06:59:25 +0000 2024,1758385579052707993,"Dan yang gw salut, kali ini Pak Anies dan tim mainnya cukup bersih banget. Yang kotor2nya paling di level yang bawah banget diluar tim inti (timnas amin). Itupun paling ejek2an sosmed doang.  Bahkan kali ini Anies cukup menjaga jarak ama ulama2 provokatif yang lalu2. Salut",0,0,0,1,in,916599031069007873,1758385579052707993,sevagascu,https://twitter.com/sevagascu/status/1758385579052707993,gue salut kali anies tim mainnya bersih banget kotornya level banget diluar tim inti timnas amin itupun ejekan sosmed doang kali anies menjaga jarak ulama provokatif salut,Negatif,[0.7500473]
Fri Feb 16 03:32:24 +0000 2024,1758333477924286749,@agamzet @agramadhaan @ccosrr @UpdateBolabola @love_gbk kalo gitu mending konser + timnas mainnya di gbk dua-duanya?,0,0,0,0,in,2155779342,1758317206147084741,gallanttsany,https://twitter.com/gallanttsany/status/1758333477924286749,gbk mending konser timnas mainnya gbk duaduanya,Negatif,[0.92804235]
Thu Feb 15 16:33:47 +0000 2024,1758167731814502636,Pantes aja ntn timnas kor mainnya jelek bgt kmrn lawan yordan..trnyata krna emg ad masalah internal,0,0,0,0,in,1347411901970477056,1758167279756542408,hongchayoungs_,https://twitter.com/hongchayoungs_/status/1758167731814502636,menonton timnas kor mainnya jelek banget kemarin lawan yordantrnyata internal,Negatif,[0.97486377]
Thu Feb 15 10:55:22 +0000 2024,1758082566517883204,"@hari_coupetz @smpkcng @UpdateBolabola bener sih 😅 cuma kalo mau melebarkan konteksnya, timnas jg lanjutan kualifikasi pildun mainnya di bulan ini. malahan mepet sehari sama perkiraan hari pengumuman hasil akhir rekap KPU. itu sih yg juga jadi concern bang~",1,0,0,1,in,1200057975571795970,1758056577385566672,meddddssss,https://twitter.com/meddddssss/status/1758082566517883204,coupetz melebarkan konteksnya timnas lanjutan kualifikasi pildun mainnya mepet sehari perkiraan pengumuman hasil rekap kpu concern bang,Negatif,[0.6011329]
Thu Feb 15 09:52:22 +0000 2024,1758066711629303976,"misal mereka bener main di indo, mainnya di JIS apa GBK ya? soalnya kalau Maret kan bentrok Ama timnas Indonesia",0,0,0,0,in,1294999618292350976,1758066711629303976,MuhAdeSaputra07,https://twitter.com/MuhAdeSaputra07/status/1758066711629303976,main indonesia mainnya jis apa-apa gbk maret bentrok timnas indonesia,Positif,[0.8363646]
Thu Feb 15 00:10:10 +0000 2024,1757920199414870437,@Miduk17 @Ariantobudi5 Saya bangga saat Timnas kalah 3-1 dari Jepang sebab MAINNYA CANTIK.,0,0,0,2,in,1426393311351238669,1757785430207217826,unggul_sudarmo,https://twitter.com/unggul_sudarmo/status/1757920199414870437,bangga timnas kalah jepang mainnya cantik,Positif,[0.9241135]
Wed Feb 14 15:37:49 +0000 2024,1757791260138676355,@addlagii @Catatan_ali7 Bukan gitu.. 5tahunn lalu mainnya jg gini.. prabowo unggul. Kecurangn byk sama bgt lah kayak sekarang..2 kali ke MK 2 kali kalah.. makanya untuk ke3 dan kali ini anies jd pd pesimis.. kirain ada plot twist.. timnas amin nyiapin sesuatu.. mungkin pengawal dr luar,0,1,0,1,in,876598745328009216,1757759512608690630,Zieenta1,https://twitter.com/Zieenta1/status/1757791260138676355,ali bukan tahunn mainnya prabowo unggul kecurangn banget kayak kali kali kalah kali anies pesimis plot twist timnas amin nyiapin pengawal,Positif,[0.84134215]
Wed Feb 14 15:24:34 +0000 2024,1757787927927734651,"Di TIMNAS sepak Bola saja sudah melakukan pondasi untuk perubahan,.agar Kedepan Indonesia Punya Timnas Yang Disegani Dunia,. Tapi malah memilih gaya mainnya Seperti Liga 2",0,0,0,0,in,1645463649329508353,1757787927927734651,DiwandaD,https://twitter.com/DiwandaD/status/1757787927927734651,timnas sepak bola pondasi perubahanagar kedepan indonesia timnas disegani dunia memilih gaya mainnya liga,Negatif,[0.9057511]
Wed Feb 14 05:32:32 +0000 2024,1757638937378701777,"@Indostransfer Memang dia jelek banget mainnya! Gak habis pikir bisa masuk timnas. Lamban,  rapuh, mudah ditembus. Perhatikan waktu lawan Australia waktu Piala Asia kmrn, 3 gol karena kelemahan Baggot gampang dieksploitasi.",0,0,0,0,in,69657561,1757600377896386929,ocarozano,https://twitter.com/ocarozano/status/1757638937378701777,jelek banget mainnya enggak habis pikir-pikir masuk timnas lamban rapuh mudah ditembus perhatikan lawan australia piala asia kemarin gol kelemahan baggot gampang dieksploitasi,Negatif,[0.6178293]
Wed Feb 14 04:38:03 +0000 2024,1757625225649488151,"@server_timnas @UpdateBolabola Nah..klo bek jangkung harus gini mainnya... Gk bole adu sprint... Tekel, body charge, duel  hrus kuat",0,0,0,0,in,3353159699,1757579009872015438,Reza1985Nucleo,https://twitter.com/Reza1985Nucleo/status/1757625225649488151,timnas nahklo bek jangkung mainnya enggak adu sprint tekel body charge duel kuat,Negatif,[0.9803613]
Wed Feb 14 02:29:01 +0000 2024,1757592755025420636,"@dyotalaks @SiaranBolaLive @makanbolaID Masa sich ngab. Makanya sekarang kok ngamuk2 terus. Mungkin dia pingin timnas mainnya kaya bebek di tengah lapangan, jadi komplin Mulu si towel itu ya. 🤣🤣",0,0,0,0,in,1678668359553146880,1757252177628922169,BagasRhica6826,https://twitter.com/BagasRhica6826/status/1757592755025420636,ngab ngamuk pengin timnas mainnya kayak bebek lapangan komplin mulu towel,Negatif,[0.9623025]
Mon Feb 12 13:08:48 +0000 2024,1757028983961522371,"@AkunInstan @RhmnAndi @volleyballidn Fahri pemain timnas juga bareng sama mega brngkat duluan ke LN bulan september kmrin, dia malah bagus terus sm kaya mega. Cuma mmng mtchnya sulit diakses dan mainnya jam 11 mlem mulu. Dia posisnya sama kaya farhan tp skrg posisi no 3 trbaik urusan passing ngalahin libero lain",0,1,0,2,in,244827859,1757012528629223780,Goen_Prayoga,https://twitter.com/Goen_Prayoga/status/1757028983961522371,fahri pemain timnas bareng mega brngkat duluan ln september kemarin bagus kayak mega mmng mtchnya sulit diakses mainnya jam mlem mulu posisnya kayak farhan posisi no terbaik urusan passing mengalahkan libero,Negatif,[0.81370234]
Mon Feb 12 05:32:41 +0000 2024,1756914197366263824,"@Jerseyforum Pingin jersey timnas buatan Erspo bisa bikin timnas menangan dan mainnya keren. Karena jersey biasa aja sekalipun, kalo timnya menangan pasti banyak yang beli..   Sama 3 layer harga. Udah cukup itu aja 🎯",0,1,3,5,in,495344537,1756883996187955386,AnalisisCetek,https://twitter.com/AnalisisCetek/status/1756914197366263824,pengin jersey timnas buatan erspo timnas menangan mainnya keren-keren jersey timnya menangan beli layer harga,Positif,[0.97663265]
Sun Feb 11 15:49:10 +0000 2024,1756706954867875852,@UpdateBolabola Kalo udah main di timnas khawatir dikatain pemain males. Do'i mainnya ga banyak lari. Simple tapi vital. Eksekusi bola matinya yahud.,0,1,0,10,in,277495020,1756701733835960744,Ariscutonk,https://twitter.com/Ariscutonk/status/1756706954867875852,main timnas khawatir dikatai pemain malas doi mainnya enggak lari simple vital eksekusi bola matinya yahud,Negatif,[0.8058671]
Sun Feb 11 15:34:57 +0000 2024,1756703377806041434,timnas hoki bgt bisa dapet thom haye jago bener mainnya 😭,0,0,0,0,in,2241658957,1756703377806041434,sunny_side_22,https://twitter.com/sunny_side_22/status/1756703377806041434,timnas hoki banget thom haye jago mainnya,Negatif,[0.8402601]
Sun Feb 11 14:23:27 +0000 2024,1756685382207545583,"@idextratime @bliblidotcom Ngeri bgt gaya mainnya haye , mimpi apa timnas punya diaspora kek gini 😭",0,1,0,12,in,1565048573372567553,1756682282075885693,Egahartonobr,https://twitter.com/Egahartonobr/status/1756685382207545583,ngeri banget gaya mainnya haye mimpi apa-apa timnas diaspora kayak,Negatif,[0.7676978]
Sun Feb 11 07:57:30 +0000 2024,1756588253522895311,@SiaranBolaLive Mainnya kayak mirip timnas Indonesia ya. Jangan2 pelatihnya memang bener2 jiplak permainan yang fantastis timnas Indonesia,0,2,0,0,in,81499908,1756574490337943831,ferykawar,https://twitter.com/ferykawar/status/1756588253522895311,mainnya kayak timnas indonesia jangan-jangan pelatihnya jiplak permainan fantastis timnas indonesia,Negatif,[0.94251287]
Sat Feb 10 18:17:45 +0000 2024,1756381959876731241,@mudasir_11 @indosupporter Pemain indonesia yang kebiasaan star syndrome kaya gini emang udah harusnya dibuang. Soalnya kalo masuk ke timnas biasanya mainnya kek tai,0,0,0,0,in,261534497,1756323214190612969,himawarigum1_,https://twitter.com/himawarigum1_/status/1756381959876731241,pemain indonesia kebiasaan star syndrome kayak dibuang masuk timnas mainnya kayak tahi,Negatif,[0.9898283]
Sat Feb 10 17:45:26 +0000 2024,1756373826945135027,"ngintip bundesliga ayah minjae mainnya beda sama pas di taeguk, gw rasa ada aura jelek yg nutupin pemain aboard pas balik ke timnas",1,1,0,5,in,874545519565053952,1756373826945135027,diaryreds,https://twitter.com/diaryreds/status/1756373826945135027,mengintip bundesliga ayah minjae mainnya beda pas taeguk gue aura jelek menutup-nutupi pemain aboard pas timnas,Negatif,[0.99006385]
Sat Feb 10 12:50:42 +0000 2024,1756299654403334191,"Siapa yg kemarin nonton Timnas Indo lolos 16 besar Piala Asia di era Presiden Jokowi? Gimana, bangga kan? Hanya di era Jokowi l, jaya jaya jaya  Gitu kah mainnya? 🤣",0,1,0,1,in,81831409,1756299654403334191,husaan_aa,https://twitter.com/husaan_aa/status/1756299654403334191,kemarin menonton timnas indonesia lolos besar-besar piala asia era presiden jokowi bangga era jokowi jaya jaya jaya kah mainnya,Positif,[0.99872714]
Sat Feb 10 08:55:51 +0000 2024,1756240550175646126,@derwustenfuchss @indosupporter Kalau benar spt itu artinya dia kurang jauh mainnya. Dulu Guss Hiddink jg pernah ngelatih Chelsea saat masih jd pelatih timnas Russia.,0,0,0,8,in,3015954673,1756210796240196018,wahju_wibowo,https://twitter.com/wahju_wibowo/status/1756240550175646126,benar-benar mainnya guss hiddink ngelatih chelsea pelatih timnas russia,Negatif,[0.91575634]
Sat Feb 10 07:04:08 +0000 2024,1756212438750687583,"@Indostransfer Ni pelatih emg GG sih. Gak salah Borneo rekrut dan perpanjang ni pelatih 😁  Secara pola mainnya, bagus dan no doubt sih. Klo buat pelatih Timnas, cocok sih. Apalagi usia muda",0,1,0,4,in,113562885,1756191656758612268,kaitou_kicks,https://twitter.com/kaitou_kicks/status/1756212438750687583,pelatih enggak enggak salah borneo rekrut perpanjang pelatih pola mainnya bagus no doubt pelatih timnas cocok usia muda,Positif,[0.94809955]
Fri Feb 09 16:58:10 +0000 2024,1755999542946992447,Musim ini memang seru Premier League punya Aston Villa La Liga punya Girona Bundesliga punya Leverkusen Indonesia punya Timnas Amin (POV:  Tim underdog yang mainnya lumayan bagus nan konsisten) #cumansekedarkomen #bukanpendukung01atau03apalagi02,0,0,1,1,in,69254349,1755999542946992447,geringggingen,https://twitter.com/geringggingen/status/1755999542946992447,musim seru premier league aston villa liga girona bundesliga leverkusen indonesia timnas amin pov tim underdog mainnya lumayan bagus konsisten,Positif,[0.9968556]
Fri Feb 09 14:17:52 +0000 2024,1755959203150307432,"Nontonin timnas volly Indonesia, mainnya bisa keren gitu ya",0,0,0,0,in,215874630,1755959203150307432,fjrsandy,https://twitter.com/fjrsandy/status/1755959203150307432,nontonin timnas volly indonesia mainnya keren-keren,Positif,[0.9940419]
Fri Feb 09 09:41:47 +0000 2024,1755889723338551497,@barrudaks abis ini langsung ikut timnas ya? UPDATE KE AKU PLEASE TD GIMANA MAINNYA,0,0,0,0,in,1364179718635851786,1755865334475784253,amouradey,https://twitter.com/amouradey/status/1755889723338551497,habis langsung timnas update please mainnya,Negatif,[0.9120522]
Fri Feb 09 06:24:03 +0000 2024,1755839959809016064,@meta_parad44820 @idextratime Liat nanti wkwk. Diaspora era etho blm ada yg main dan liga nya msh kacau. Prestasi yg km banggakan itu cm timnas yg dilatih STY. yg bahkan cara mainnya udh berkembang dan bagus di AFF 2021 Singapore. Liga ga bikin etho kesorot cm timnas. Dan klo ngikutin timnas mah itu kerja STY,0,1,0,0,in,1594320960479322113,1755782082868228507,ayachan10969__,https://twitter.com/ayachan10969__/status/1755839959809016064,parad lihat wkwk diaspora era etho belum main liga kacau prestasi banggakan timnas dilatih sty mainnya berkembang bagus aff singapore liga enggak etho kesorot timnas mengikuti timnas mah kerja sty,Negatif,[0.979575]
Fri Feb 09 03:26:56 +0000 2024,1755795388886560980,"@Kim_TDH Tapi belum tahu 2 anaknya itu di usia berapa mainnya... klo U23, U20 or U17 harusnya dicek sama PSSI or tim pelatih... kalau memang punya kualitas untuk timnas kenapa engga...",0,1,0,0,in,2783412408,1755793580311056763,Combro_Jumbo,https://twitter.com/Combro_Jumbo/status/1755795388886560980,tdh belum anaknya usia mainnya orang dicek pssi orang tim pelatih kualitas timnas enggak,Negatif,[0.98365515]
Thu Feb 08 19:27:57 +0000 2024,1755674849786425609,"@JgnJudiOnline @Dw1_Haryant0 @pthlhd @indosupporter makanya nonton bola itu kalau mau di nilai jangan cmn liat goal2 doang, tp cara mainnya. lu harus sadar diri, negara lu selama ini stuck, baru skrng berani bermain secara modern. lu harus liat pelatih lokal di timnas usia aja cara mainnya gmn? sorry to say katrok.",0,3,0,0,in,1713735709495074816,1755404561534403052,reish_0,https://twitter.com/reish_0/status/1755674849786425609,haryant menonton bola nilai jangan-jangan cuman lihat goal doang mainnya lu sadar negara lu stuck berani bermain modern lu lihat pelatih lokal timnas usia mainnya sorry sayang katrok,Negatif,[0.94334096]
Thu Feb 08 15:20:39 +0000 2024,1755612612010852804,Timnas Amin mainnya cantik gak grasah grusuh kyk capres sebelah pas 🤣🤣🤣 Jgn di intimidasi di 14 Peb 2024 tetap 01. @AditBandit234 @AndyTjondro   @G0mb4k   @xquitavee,0,0,0,0,in,1671080784072183809,1755612612010852804,RioFebrio3P,https://twitter.com/RioFebrio3P/status/1755612612010852804,timnas amin mainnya cantik enggak grasah grusuh kayak capres sebelah pas jangan intimidasi peb,Negatif,[0.9883777]
Thu Feb 08 04:58:45 +0000 2024,1755456107781542087,"@Unterhose08 @Opariorio @idextratime @EmiratesFACup Enzo di timnas cemerlang mainnya karena ada Mac Allister, pun dengan si Caicedo mainnya bagus karena ada Mac Allister pas main di Brighton.  Nah skrng 2 orng itu tandeman di Chelsea. Mainnya masih on off, klo lg bagus ya bagus. Tp lebih sering off perform..angin2an blm konsisten",0,0,0,0,in,1026131826,1755419792188887288,Rieska_Ayu11,https://twitter.com/Rieska_Ayu11/status/1755456107781542087,enzo timnas cemerlang mainnya mac allister caicedo mainnya bagus mac allister pas main brighton orang tandeman chelsea mainnya on off bagus bagus off performanginan belum konsisten,Positif,[0.8994385]
Thu Feb 08 02:34:01 +0000 2024,1755419683996700813,"@Aranaya1902 @Z_4bidin @indosupporter ya ga tau, gua ga ada kritik karena gua liat sendiri mainnya timnas beneran berkembamg dibanding sebelum sebelumnya",0,1,0,0,in,154517771,1755404561534403052,Reggga__,https://twitter.com/Reggga__/status/1755419683996700813,bidin enggak gua enggak kritik gua lihat mainnya timnas benaran berkembamg dibanding,Negatif,[0.9881743]
Thu Feb 08 01:36:20 +0000 2024,1755405165711217107,@FabHakim @Indostransfer main di klub pun banyak kebobolan nya faktor bek dan mainnya aga kurang setelah balik dari timnas butuh istirahat   wkwk,0,0,0,0,in,1447696139675832322,1755390139784929631,maliikedgar,https://twitter.com/maliikedgar/status/1755405165711217107,main klub kebobolan faktor bek mainnya aga timnas butuh istirahat wkwk,Positif,[0.5980516]
Thu Feb 08 00:35:40 +0000 2024,1755389900524814419,"@singeuri14 Tpi semoga mainnya serius buat test tim masing-masing, tpi gk tau kenapa udh pesimis duluan soalnya ini tim merah lucu tpi timnas indo jga gk kalah lucu sih *eh🤐",0,2,0,0,in,1139504642948132866,1755371113226567845,itsme6483,https://twitter.com/itsme6483/status/1755389900524814419,semoga mainnya serius test tim masingmasing enggak pesimis duluan tim merah lucu timnas indonesia enggak kalah lucu eh,Negatif,[0.7874877]
Thu Feb 08 00:11:40 +0000 2024,1755383862413115799,"@tisadati @ruangtaktik wkwkwk sepakat, dulu cuma bisa bagian stopper sama sapu bersih bola aja, mana bisa suruh build up serangan sama true pass 😂 dulu aja saya pas 2010 bilang kalau timnas AFF 2010 mainnya biasa aja pada dihujat ama temen² saya, padahal emang biasa aja mainnya 😆",0,0,0,0,in,624793457,1755046487086772597,andriyprast19,https://twitter.com/andriyprast19/status/1755383862413115799,wkwkwk sepakat stopper sapu bersih bola suruh build up serangan true pas pas bilang-bilang timnas aff mainnya dihujat teman mainnya,Negatif,[0.79053694]
Thu Feb 08 00:07:32 +0000 2024,1755382819767910464,"@kumparan Wahh kok gini mainnya.  Timnas sudah mulai bagus, jgn karena 02 nnti kalah pnya niat buruk mau hancurkan Timnas",0,0,0,0,in,1503896277561401347,1755229955846508888,Luqmanul2188,https://twitter.com/Luqmanul2188/status/1755382819767910464,mainnya timnas bagus jangan kalah niat buruk hancurkan timnas,Negatif,[0.9905189]
Wed Feb 07 23:46:17 +0000 2024,1755377473045377343,"Titip peetanyaan utk pundit itu, min. Tolong tanyain, kenapa Vietnam kalau bertemu Indonesia mainnya jadi agresif, tengil bahkan cendrung kasar? Juga sering memancing-mancing emosi pemain² timnas Indonesia. Padahal bertemu tim lain, Vietnam bermain 'normal'.",0,0,0,0,in,82782516,1755377473045377343,yungsgy,https://twitter.com/yungsgy/status/1755377473045377343,titip peetanyaan pundit min tolong vietnam bertemu indonesia mainnya agresif tengil cendrung kasar memancingmancing emosi pemain timnas indonesia bertemu tim vietnam bermain normal,Positif,[0.7381737]
Wed Feb 07 21:25:32 +0000 2024,1755342050667749552,"@habilhudioro @CoachJustinL baru liat mainnya M Sihran enak ternyata. umur msh 24 jg. cuma emang postur terlalu kecil, tp bisa tuh utk timnas yg lagi ga ada pemain2 gesit dan cepat",0,0,0,0,in,1491351936809205762,1755129015588053467,AndresCucut,https://twitter.com/AndresCucut/status/1755342050667749552,lihat mainnya sihran enak umur postur kecil-kecil timnas enggak pemain gesit cepat,Positif,[0.8373142]
Wed Feb 07 14:10:05 +0000 2024,1755232468435943596,"@aarifbudiart @barcastuff_idn Flick bagus dalam mengimprove fitness dan stamina pemain, sesuai dgn gaya mainnya yg kuat high press dan cepat.. Di Timnas susah diterapin karna fitness dan stamina pemain tergantung pelatihan apa yg pemain dapatkan di klub asal masing² pemain",0,0,0,1,in,77646855,1755182829414342862,Pung_pratamaaa,https://twitter.com/Pung_pratamaaa/status/1755232468435943596,idn flick bagus mengimprove fitness stamina pemain sesuai gaya mainnya kuat high press cepat timnas susah diterapin fitness stamina pemain tergantung pelatihan apa-apa pemain dapatkan klub pemain,Positif,[0.95207053]
Wed Feb 07 11:38:01 +0000 2024,1755194197420990590,"@SeputarMadrid Pemain muda tpi bkn pemain muda macam Nico Paz, Iker Bravo dan pemain muda biasanya. Tapi pemain muda macam vini, rodrygo, bellingham, camavinga pemain muda yg mainnya dewasa. Ga lama lgi bakal main di timnas prancis senior nih bocil",0,0,0,0,in,1665340456845316096,1755159149145714734,E7676210749188,https://twitter.com/E7676210749188/status/1755194197420990590,pemain muda bukan pemain muda nico paz iker bravo pemain muda pemain muda vini rodrygo bellingham camavinga pemain muda mainnya dewasa enggak main timnas prancis senior bocil,Negatif,[0.86412627]
Wed Feb 07 11:01:36 +0000 2024,1755185033076486493,"@kevinbahasbola Timnas Indo yg skuad nya tergolong muda dituntut mainnya kek timnas Argentina atau Prancis. Lawakan macam apa ini bung, termasuk bokap gw dia juga punya mindset yg gini juga😅",0,0,0,3,in,1164039572734373888,1755155948967215352,luik____,https://twitter.com/luik____/status/1755185033076486493,timnas indonesia skuad tergolong muda dituntut mainnya kayak timnas argentina prancis lawakan apa-apa bokap gue mindset,Negatif,[0.77861434]
Wed Feb 07 10:23:43 +0000 2024,1755175500304302222,"@charliebaung @FaktaSepakbola Timnas itu mainnya di jawa,bali,paling jauh ya palembang..selain itu tdk akan mau🤣",0,0,0,2,in,942079081134174208,1754847177674031228,Robert32Arthur,https://twitter.com/Robert32Arthur/status/1755175500304302222,timnas mainnya jawabalipaling palembangselain tidak,Negatif,[0.8963168]
Wed Feb 07 06:12:39 +0000 2024,1755112315735978266,"@Indostransfer @mkrohman Nadeo dan Adam be like  Ya gini kita mainnya di timnas broo""""",0,0,0,0,in,1103321935990054912,1755090065339117934,MIRHibim_,https://twitter.com/MIRHibim_/status/1755112315735978266,nadeo adam be like mainnya timnas broo,Negatif,[0.93031824]
