conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,probability,quote_count,reply_count,retweet_count,topic,tweet_url,user_id_str,username,context
1.79e+18,Tue May 21 05:58:07 +0000 2024,0,@fuhayra Fw: somethinc yang low ph Moist cosrx yang oil free mantep bgt buat ngurangin redness,2.43356327018018e+18,,fuhayra,in,"Bandung, Jawa Barat",0.94916743,0,1,0,4,https://x.com/_lehaleha/status/1792796996572786803,1.25e+18,_lehaleha,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Sat May 18 14:18:57 +0000 2024,1,@ohmybeautybank I've survived jg nder meskipun skrg blm mulus banget tp jerawatnya kalau pms ajaa Coba kamu hilangin produk yg ada alkohol parfum sama paraben nder. Rekomendasi Fw: hadalabo dearme beauty g2g blueberry npure abu2 Moist cosrx cerave hadalabo Ss: azarine facetology,4.83495841487718e+18,,ohmybeautybank,in,ENG/IN,0.9810248,0,1,0,2,https://x.com/kyh_bae/status/1791835874763985270,1.26e+18,kyh_bae,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Fri May 17 17:06:25 +0000 2024,0,Ada yg pake skin1004 moist/cream nya gak sih? Review dong aku pake moist cosrx tenyata gk cocok di aku st ku oily klo pake ini jdi tambah oily trus gerah mau gnti syg bgt nunggu hbis dlu deh tpi bingung mau ganti apa https://t.co/B7XuRTvoUW,2.40524480972082e+18,https://pbs.twimg.com/media/GNy99-_akAERRss.jpg,,in,,0.62720394,0,1,0,4,https://x.com/Iv7/status/1791515631659159751,14472017.0,Iv7,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Wed May 15 23:26:46 +0000 2024,0,@ohmybeautybank moist cosrx no alcohol nder gede juga termasuknya dan ini awet bgtt https://t.co/12VYQa7BlO,5.70614118680098e+18,,ohmybeautybank,in,,0.9373055,0,0,0,3,https://x.com/yasmnnzs/status/1790886571060887711,1.39e+18,yasmnnzs,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Wed May 15 04:29:26 +0000 2024,0,skincare koreanya ternyata emg sebagus itu ya baru make moist cosrx 2 minggu udh kerasa kulit muka lebih sehat,7.76542876366288e+18,,,in,,0.534817,0,1,0,2,https://x.com/goldenjunss/status/1790600352934560142,1.02e+18,goldenjunss,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Wed May 15 00:06:47 +0000 2024,0,moist cosrx berat bgt dan agak sumuk kalo dipake pas pagi,3.38555378896034e+18,,,in,,0.9321605,0,0,0,3,https://x.com/lunoae/status/1790534256202273080,1.65e+18,lunoae,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Mon May 13 12:53:45 +0000 2024,0,@ohmybeautybank moist wardah which hazel ya Allah bayangin aku udah beli moist cosrx oil free harga 200k ga cocok balik2 ke wardah si kuning yg ga sampe 30k itu tolong dong buat kemasan yg gedean dikit,3.49668152487005e+18,,ohmybeautybank,in,,0.9767032,0,0,0,4,https://x.com/classichoco__/status/1790002490479399235,1.47e+18,classichoco__,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Mon May 13 04:17:00 +0000 2024,1,@ohmybeautybank aku pake moist cosrx yang oil-free. setelah banyak nyoba nyoba moist cuma itu doang yang ga bikin kulit makin berminyak. anw aku pake moist kalo malem ajaa soalnya kalo pagi kan pake ss nah di ss itu udah ada kandungan buat moist kulit.,4.97863538452246e+18,,ohmybeautybank,in,,0.9813553,0,1,0,1,https://x.com/adzkiaelm/status/1789872448776671624,1.66e+18,adzkiaelm,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Sun May 12 23:57:39 +0000 2024,0,ak pakee moist cosrx ini udah 3 bulan mau habis sih. BUAT KULIT KENYEL2 PAGINYA enak kali woi. apalagi kalo dicium pipi sm ayang abis make moist ini pasti membal bibir ayang kelen. coba lah,1.56351042087602e+18,,,in,Tempat Tidur.,0.97536045,0,0,0,2,https://x.com/baebaeje/status/1789807180692259067,1.32e+18,baebaeje,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Fri May 10 05:05:50 +0000 2024,0,@ohmybeautybank aku normal to oily pke moist cosrx yg snail cream nder,4.90578778853863e+18,,ohmybeautybank,in,,0.79922646,0,0,0,3,https://x.com/deliberaterin/status/1788797575421984858,1.74e+18,deliberaterin,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Wed May 01 15:49:42 +0000 2024,0,Iri sama orang yg cocok sama ampoule skin1004 sama moist cosrx soalnya menurut gue murah dapet skincare gentong itu,5.27060343890406e+18,,,in,,0.959002,0,0,0,2,https://x.com/rainycIe_/status/1785698115514957933,1.24e+18,rainycIe_,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
1.79e+18,Tue Apr 30 16:28:56 +0000 2024,0,@riianjanii Aku combi kak. Yang tzone minyakan tp u zone aku keringg banget. Dan meskipun makek ss tetep bisa dry. Makanya si moist cosrx ini bener bener nyelamatin aku dari sekian aku cobain moistt,9.15470963248505e+18,,riianjanii,in,,0.97524476,0,1,0,4,https://x.com/inezvira__/status/1785345603817664724,1.67e+18,inezvira__,"1. Moist Cosrx adalah salah satu produk perawatan kulit yang sedang populer di kalangan masyarakat. Banyak yang mengaku bahwa cream ini mampu membuat kulit terasa lebih lembap dan kenyal.<br/>2. Namun, ada juga yang merasa bahwa Moist Cosrx tidak cocok dengan jenis kulit mereka. Beberapa orang mengalami iritasi dan jerawat setelah menggunakan produk ini.<br/>3. Meskipun begitu, banyak juga yang tetap setia menggunakan Moist Cosrx karena hasilnya yang memuaskan. Mereka merasa bahwa cream ini mampu memberikan kelembapan yang tahan lama pada kulit.<br/>4. Selain itu, beberapa pengguna juga mengatakan bahwa Moist Cosrx dapat membantu mengatasi masalah kulit seperti kusam dan kering.<br/>5. Kesimpulannya, Moist Cosrx memang memiliki kelebihan dan kekurangan dalam perawatan kulit. Namun, sebelum mencobanya, sebaiknya lakukan tes pada kulit terlebih dahulu untuk menghindari efek samping yang tidak diinginkan."
