text,label,processed
"Dlu inul goyang ngebor baju ketat dcekal. Hrs ny ni jg dg sgja goyang dada mulu, suara ga sbrpa. Mrsk moral ank muda yg nnton bawaannya nafsu aja nanti ????",negative,"['inul', 'goyang', 'ngebor', 'baju', 'ketat', 'dcekal', 'sgja', 'goyang', 'dada', 'mulu', 'suara', 'enggak', 'sbrpa', 'mrsk', 'moral', 'anak', 'muda', 'menonton', 'bawaannya', 'nafsu']"
Pnyanyi dangdut yg ga berkelas bgini nih... bukan'y nonjolin suara malah nonjolin dada,negative,"['pnyanyi', 'dangdut', 'enggak', 'berkelas', 'bukany', 'nonjolin', 'suara', 'nonjolin', 'dada']"
"Najis najis udh homo aja harusnya, org kaya gini di musnahkan dari muka bumi",negative,"['najis', 'najis', 'homo', 'orang', 'kayak', 'musnahkan', 'muka-muka', 'bumi']"
"Haduuh ini orang gak punya akhlak bangeg, perasaan kerjaan berantem mulu, banyak musuhnya",negative,"['haduuh', 'orang-orang', 'enggak', 'akhlak', 'bangeg', 'perasaan', 'pekerjaan', 'berantem', 'mulu', 'musuhnya']"
S lonte ini bkn sensasi ngjak ribut org mulu sampah,negative,"['lonte', 'bukan', 'sensasi', 'ngjak', 'ribut', 'orang', 'mulu', 'sampah']"
Kayak banci dh mirip nenek2 pny cucu . Mw di operasi di mua top ttp aj klo asli ny g cantik luar dlm..,negative,"['kayak', 'banci', 'deh', 'nenek-nenek', 'cucu', 'operasi', 'mua', 'top', 'asli', 'cantik']"
Dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu,negative,"['bagus', 'mingkem', 'hahahahahaha', 'jahatnya']"
Walaupun Oplas ATAU dipermak sekalipun tetep jelek. POKOKNYA MUKANYA TEGANG KEK BANCI. UDAH SEKIAN??,negative,"['operasi plastik', 'dipermak', 'jelek', 'pokoknya', 'mukanya', 'tegang', 'kayak', 'banci', 'sekian']"
"Mending liat dek molen biarpun cowok tp cuantik, gak kaya ini cewe tp malah kayak bencong wkwkwk ??",negative,"['mending', 'lihat', 'dek', 'molen', 'biarpun', 'cowok', 'cantik', 'enggak', 'kayak', 'cewek', 'kayak', 'bencong', 'wkwkwk']"
bencong rombeng.menjijikan!!!gay jg.,negative,"['bencong', 'rombengmenjijikangay']"
"Orang gila itu ???? pengen HITZ cri tenar rela dipenjara? Cari sensasi settingan supaya beken smpe hina2 org,,, astagfirullah... Sekaya apa sih??? Org kaya mulut nya ky sampah,ga sekolah ya???",negative,"['orang-orang', 'gila', 'pengin', 'hitz', 'cari', 'tenar', 'rela', 'dipenjara', 'cari', 'sensasi', 'settingan', 'beken', 'hina', 'orang', 'astagfirullah', 'sekaya', 'apa-apa', 'orang', 'kayak', 'mulut', 'kaya', 'sampahga', 'sekolah']"
Cowok macam anjing cuihhh... Orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia...karena semua orang juga tau klo dia orang kaya... Orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh,negative,"['cowok', 'anjing', 'cuihhh', 'orang-orang', 'kayak', 'tidak', 'berkoar', 'gua', 'orang-orang', 'ping', 'kayak', 'seduniakarena', 'orang-orang', 'orang-orang', 'kayak', 'orang-orang', 'kayak', 'malahn', 'berperilaku', 'orang-orang', 'sederhana', 'apa-apa', 'memamerkan', 'kekayaan', 'dunia', 'akhirat', 'mampus', 'lu', 'harta', 'kagak', 'bawa-bawa', 'mati', 'pants', 'buang', 'laut', 'lu', 'orang-orang', 'aneh']"
"cari sensasi supaya tenar, trus banya folowers nya. gak gt gt jg kalee... darar orang setres, ngomong aja masih belepotan gk jelas gt. kamfungan",negative,"['cari', 'sensasi', 'tenar', 'banya', 'folowers', 'enggak', 'kalee', 'darar', 'orang-orang', 'setres', 'mengomong', 'belepotan', 'enggak', 'jelas-jelas', 'kamfungan']"
ngomong aja belepotan banyak gaya lu bencong,negative,"['mengomong', 'belepotan', 'gaya', 'lu', 'bencong']"
Orang kebanyakAN makan TAIK ya gini!OTAKnya udah penuh sama TAIK jdi gak bisa berfikir positif!dari cara dia berbicara aja Gak BERMORAL!dasar kaum2 LAKNAT BANCI ANJING kbanyakan BURIT SIH LO jdi Stres!MANUSIA ogah JUMPA sama LO anjing!cuma ANJING yg mau ketemu sama LO taik!,negative,"['orang-orang', 'kebanyakan', 'makan', 'tahi', 'giniotaknya', 'penuh', 'tahi', 'enggak', 'berpikir', 'positifdari', 'berbicara', 'enggak', 'bermoraldasar', 'kaum', 'laknat', 'banci', 'anjing', 'kbanyakan', 'burit', 'lo', 'stresmanusia', 'ogah', 'jumpa', 'lo', 'anjingcuma', 'anjing', 'ketemu', 'lo', 'tahi']"
Sikat abiss lahh orng2 sialan kaya gini. Pemimpin negara sendiri gak di hormatin. Jgn mentang2 Bapak President kita terlalu baik jadi di sembarangin. Saya marah.. Gak boleh kita hina pemimpin kita sendiri.. Saya harap segera di tindak hukum orng iniÖ,negative,"['sikat', 'habis', 'orang', 'sialan', 'kayak', 'pemimpin', 'negara', 'enggak', 'hormatin', 'jangan', 'mentang-mentang', 'president', 'sembarangin', 'marah', 'enggak', 'hina', 'pemimpin', 'harap', 'tindak', 'hukum', 'orang']"
Jijik banget lihat tingkah si upil ini. Mudah2an secepatnya tidur selamanya,negative,"['jijik', 'banget', 'lihat', 'tingkah', 'upil', 'mudah-mudahan', 'secepatnya', 'tidur']"
"WONG EDAN NIH ORANG, UDH MAKAN UANG RAKYAT TIDUR PULA",negative,"['edan', 'orang-orang', 'makan', 'uang', 'rakyat', 'tidur']"
"Manusia laknat, matinya di apain ya",negative,"['manusia', 'laknat', 'matinya', 'apai']"
Sakit di otak sama hatinya itu mah dia. Udah gak ada nurani dan urat malunya. Pajak saya loh yang ngegaji orang2 gila hormat ini,negative,"['sakit', 'otak', 'hatinya', 'mah', 'enggak', 'nurani', 'urat', 'malunya', 'pajak', 'ngegaji', 'orang-orang', 'gila', 'hormat']"
Anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,negative,"['anak-anak', 'babi', 'bangsat', 'pengin', 'sumpel', 'timah', 'panas', 'congor', 'lu', 'modar']"
Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,negative,"['pengin', 'sumpel', 'timah', 'panas', 'congor', 'anak-anak', 'babi', 'pesek', 'buruk', 'rupa']"
Hey anak bangsat babi pesek buruk rupa keriting.pengen penggal leher lu sampe putus??lumayan buat makanan buaya??,negative,"['hey', 'anak-anak', 'bangsat', 'babi', 'pesek', 'buruk', 'rupa', 'keritingpengen', 'penggal', 'leher', 'lu', 'putuslumayan', 'makanan', 'buaya']"
"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. YG NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",negative,"['ratu', 'pelakor', 'sejagat', 'raya', 'dimana-mana', 'lonte', 'enggak', 'malu', 'lonte', 'tolong', 'malu', 'dikit']"
Wah ini mahhhh pertemuan buah ranum dan buah busuk ??....dah tau dong yg busuk yg manah ??????????....mentok2nya mah gitu aja kalo pelakor??,negative,"['mah', 'pertemuan', 'buah', 'ranum', 'buah', 'busuk', 'deh', 'busuk', 'manah', 'mentoknya', 'mah', 'pelakor']"
"Ah manda mah gatel, ga bisa liyat cowo dikit lgsg disosor.. Begok aje yg mau ama manda . kegatelan jadi cewe",negative,"['ah', 'manda', 'mah', 'gatel', 'enggak', 'lihat', 'cowok', 'dikit', 'langsung', 'disosor', 'bego', 'manda', 'kegatelan', 'cewek']"
"Si amanda mukanya ke tante"" umur baru berapa tp muka boros banget .... dasar cabe . Jujur gua mah kgk suka ama ni haltis",negative,"['amanda', 'mukanya', 'tante-tante', 'umur', 'muka-muka', 'boros', 'banget', 'dasar', 'cabe', 'jujur', 'gua', 'mah', 'kgk', 'suka', 'haltis']"
"Astagah, demen ama cewek dekil kumel. Ibaratnya dari nagita turun ke att. Nagita kaya emas att kaya barlen",negative,"['astagah', 'demen', 'cewek', 'dekil', 'kumel', 'nagita', 'turun', 'att', 'nagita', 'kayak', 'emas', 'att', 'kayak', 'barlen']"
Alah laki laki jaman skrg sm aja. Sama sama bejat. Mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya. Aku stju bgt sm yg di blg ustazah  <USERNAME> . Msuk surga bkan krna poligami. Msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga. Yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni. Yang hidupnya gk bakal selamat dunia akhirat,negative,"['alah', 'laki-laki', 'laki-laki', 'jaman', 'bejat', 'ustad', 'kayak', 'bukan', 'kayak', 'gila', 'banget', 'perempuan', 'bukan', 'istrinya', 'setuju', 'banget', 'ustazah', 'username', 'masuk', 'surga', 'bukan', 'poligami', 'akhlak', 'masuk', 'surga', 'semoga', 'perempuan', 'perempuan', 'pelakor', 'diluar', 'azab', 'enggak', 'diampuni', 'hidupnya', 'enggak', 'selamat', 'dunia', 'akhirat']"
Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,negative,"['gilaaaaa', 'pelakor', 'banget', 'laki-laki', 'gatal', 'alasan', 'berpoligami', 'woiii', 'mikir', 'pakai', 'otak', 'aduh', 'pikir-pikir', 'orang', 'pintar', 'agama', 'buruk', 'allah', 'menguji', 'kesetiaan', 'nafsunya', 'eh', 'kayak', 'menyakiti', 'istri', 'menutup', 'pintu', 'rejekimu', 'anak-anak', 'istri', 'kau', 'korbankan', 'imam', 'keluarga', 'gagal', 'mmpertahankan', 'rumah', 'tangganya', 'mencoreng', 'nama-nama', 'orang', 'suka', 'benci']"
"Biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah.. barang bagus pasti cepat laku, karena pelakor jelek nggak laku makanya ngembat laki orang.. ya udah sama2 GATEL kok.. cocok wes..  <USERNAME>",negative,"['biasalah', 'pelakor', 'hancur', 'mukanya', 'istri', 'sah', 'barang', 'bagus', 'cepat', 'laku-laku', 'pelakor', 'jelek', 'enggak', 'laku-laku', 'ngembat', 'laki-laki', 'orang-orang', 'gatel', 'cocok', 'wes', 'username']"
"lama2 ilfil deh sm ni ertong. caption/ig story nya ngomongin org mlu, org kan jd ambigu nilai si a si b si c. udah gt kaya paling di zholimi, salahinnya depan lawan dong jgn ngmg di status ah. kata nya dewasa ??",negative,"['ilfil', 'deh', 'ertong', 'captionig', 'story', 'mengomongkan', 'orang', 'malu', 'orang', 'ambigu', 'nilai', 'kayak', 'zholimi', 'salahinnya', 'lawan', 'jangan', 'mengomong', 'status', 'ah', 'kata-kata', 'dewasa']"
" <USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",negative,"['username', 'pemikiran', 'manusia', 'bodoh', 'eh', 'tanteibuomaempo', 'otak', 'lu', 'picik', 'banget', 'manusi', 'larangan', 'dunia', 'orang-orang', 'larang', 'ngungkapin', 'unek', 'stupid', 'human']"
"Heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok""an baik sama dese, lah apa kabar yg sering baperan sama laki orang ? Ga pada nyadar diri tuh pemujanya att, bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja"" att dan mojokin viaa. Dese juga manusia keles ahh",negative,"['heran', 'deh', 'mengatai', 'via', 'baperan', 'wajar', 'dese', 'bawa perasaan', 'udin', 'muak', 'orang-orang', 'munafik', 'sokan', 'dese', 'apa-apa', 'kabar', 'baperan', 'laki-laki', 'orang-orang', 'enggak', 'menyadari', 'pemujanya', 'att', 'gotong', 'royong', 'menasihati', 'att', 'menggila', 'muja', 'att', 'mojokin', 'viaa', 'dese', 'manusia', 'kali', 'ah']"
" <USERNAME> itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja, mungkin lebih parah, kalo org sudah sok bener mah gitu, pdhal ini kan media sosial, hak dia dong instagram juga instagram dia, yg penting kan nyinyir gak pake ig s",negative,"['username', 'komen', 'via', 'nyinyir', 'mulu', 'duh', 'kayak', 'enggak', 'nyinyir', 'orang-orang', 'parah', 'orang', 'sok', 'mah', 'media', 'sosial', 'hak', 'instagram', 'instagram', 'nyinyir', 'enggak', 'pakai', 'ig']"
 <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,negative,"['username', 'mengatai', 'orang', 'menyindir', 'netijen', 'goblog', 'banyakan', 'masyako']"
" <USERNAME> cara didik ortunya nagita bagus, makanya amat sangat heran dg balajaer, kan nagita yah yg dirugikan sm junjunganny.. Knp dia yg dibenci, bodoh bgt asli.",negative,"['username', 'didik', 'orang tuanya', 'nagita', 'bagus', 'heran', 'balajaer', 'nagita', 'dirugikan', 'junjunganny', 'dibenci', 'bodoh', 'banget', 'asli']"
" <USERNAME> pdhl km lebih kampungan loh,pake kerudung tapi mulutnya cuihh..",negative,"['username', 'kampungan', 'lohpake', 'kerudung', 'mulutnya', 'cuihh']"
Belajaer tuh apa ya? Hahahaha bela artis ampe sebegitunya... manusah2 begoh ????????,negative,"['belajaer', 'apa-apa', 'hahahaha', 'bela', 'artis-artis', 'sebegitunya', 'manusah', 'begoh']"
" <USERNAME> iya banyak berarti mereka norak kampyuung, coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",negative,"['username', 'iya', 'norak', 'kampyuung', 'coba', 'lihat', 'artis-artis', 'adem', 'ayem', 'lihat', 'isyana', 'lihat', 'agnezmo', 'lihat', 'mbak', 'liaaat', 'jangan-jangan', 'coba', 'telaah', 'deh', 'dikasih', 'contoh', 'artis-artis', 'better', 'eh', 'jawabannya', 'cocok']"
" <USERNAME> gak usah sok jadi high class mba, liat komenmu sendiri, memang semua artis itu sama, beda2 mbak, ada yg suka curhat di ig, ada yg curhat ke temen ada yg curhat ke Tuhan.... ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya, yg curh",negative,"['username', 'enggak', 'sok', 'high', 'class', 'mbak', 'lihat', 'komenmu', 'artis-artis', 'beda', 'mbak-mbak', 'suka', 'curhat', 'ig', 'curhat', 'teman', 'curhat', 'tuhan', 'enggak', 'mulut', 'situ', 'maju', 'otaknya', 'mikirnya', 'curh']"
" <USERNAME> lah goblok amat, gak semua netizen yg kontra sm postingan si via ini bakajaer kali, mba/mas. Ih goblok kok dipiara. Lol",negative,"['username', 'goblok', 'enggak', 'netizen', 'kontra', 'postingan', 'via', 'bakajaer', 'kali', 'mbamas', 'ih', 'goblok', 'dipiara', 'lol']"
Ini siapa sih emg artis? Ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,negative,"['artis-artis', 'artis-artis', 'indonesia', 'bukan', 'mengurus', 'prestasi', 'sosmed', 'mulu', 'isi', 'jatuh', 'kampungan']"
" <USERNAME> baru itu aj kn y mba, apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yg ini",negative,"['username', 'mbak', 'apa-apa', 'kayak', 'agnes', 'penghargaan', 'kampungan', 'beda']"
Munafik bgt yg ngomong curhat di sosmed kampungan... Gua yakin elu juga kitu keleusss wkkwkww..... Mending mba via dia artis cantik bs nyanyi.. La elu pada? Lbh kampungan wkwkwkwkw!!!!,negative,"['munafik', 'banget', 'mengomong', 'curhat', 'sosmed', 'kampungan', 'gua', 'lu', 'kitu', 'keleusss', 'wkkwkww', 'mending', 'mbak', 'via', 'artis-artis', 'cantik', 'nyanyi', 'lu', 'kampungan', 'wkwkwkwkw']"
 <USERNAME>.wawan zzzzz emng ini artis ga punya tmn apa? Dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,negative,"['usernamewawan', 'zzzzz', 'artis-artis', 'enggak', 'teman', 'apa-apa', 'dikit', 'dikit', 'att', 'hahaha', 'apa-apa', 'apa-apa', 'curhat', 'sosmed', 'kampungan']"
Lemes ya mulutnya. Berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak. Mmmm artis masih kampungan sih ya jadi wajar lah ya ????????,negative,"['lemes', 'mulutnya', 'berani', 'ststus', 'tulisannya', 'sengaja', 'enggak', 'kebaca', 'takut', 'kali', 'labrak', 'mmmm', 'artis-artis', 'kampungan', 'wajar']"
 <USERNAME> main main lah ke jawa timur.. Biar ga begok!!,negative,"['username', 'main', 'main', 'jawa', 'timur', 'enggak', 'bego']"
" <USERNAME> dia udah nunjukin karyanya, situ pny karya apa? Karya nyinyir hidupnya Via?? Tolol ??",negative,"['username', 'nunjukin', 'karyanya', 'situ', 'karya-karya', 'apa-apa', 'karya-karya', 'nyinyir', 'hidupnya', 'via', 'tolol']"
" <USERNAME> siapa bilang gw fansnya Via?? Duh nantangin gw nih org... anak tolol ank alay, jablay!",negative,"['username', 'bilang-bilang', 'gue', 'fansnya', 'via', 'duh', 'menantang', 'gue', 'orang', 'anak-anak', 'tolol', 'anak', 'alay', 'jablay']"
 <USERNAME> yutub apaan ya mba? Aplikasi baru ya? Sy taunya youtube. Mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh. Mreka jg di bayar apalagi klo bnyk yg ntn video mreka. Sekolah yg bener deh mba biar pinter. Generasi muda,negative,"['username', 'yutub', 'mbak', 'aplikasi', 'taunya', 'youtube', 'mbak', 'enggak', 'apa-apa', 'seseorg', 'penghasilan', 'besar-besar', 'salah', 'satunya', 'youtube', 'bayar', 'menonton', 'video', 'sekolah', 'deh', 'mbak', 'pintar', 'generasi', 'muda']"
"gue suka gangerti deh yaa, kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu?? padahal att nya aja biasa aja.. Fansnya sih yg bikin jelek.. Orang kalo di sangkut pautin mulu jg lama-lama gerah kali..",negative,"['gue', 'suka', 'gangerti', 'deh', 'via', 'vallen', 'status', 'apalah', 'disangkut', 'pautin', 'att', 'mulu', 'att', 'fansnya', 'jelek', 'orang-orang', 'sangkut', 'pautin', 'mulu', 'lamalama', 'gerah', 'kali']"
Jujur aja ya ni org malah bagusan kaga oplas..ada tu foto dia sblm dn sesudah oplas..dioplas mukanya aneh...kyknya gagal oplasnya...,negative,"['jujur', 'orang', 'bagusan', 'kagak', 'oplasada', 'foto-foto', 'oplasdioplas', 'mukanya', 'anehkyknya', 'gagal', 'oplasnya']"
Noraaak abiiis... Baru kebeli emas az pamer aplg mainan berlian ciiinnnnn.... ??,negative,"['noraaak', 'abiiis', 'kebeli', 'emas', 'az', 'pamer', 'aplg', 'mainan', 'berlian', 'ciiinnnnn']"
