text,label,processed
Nonton kisah anastasya wella di #hitamputihtrans7 seru bgt ya kisahnya. Punya 9 kepribadian berbeda.,positive,"['menonton', 'kisah', 'anastasya', 'wella', 'seru', 'banget', 'kisahnya', 'kepribadian', 'berbeda']"
Yang bikin selalu rindu kalau jauh dari nya... #hitamputihtrans7,positive,['rindu']
@HitamPutih wihh hebat kakek neneknya @TRANS7,positive,"['wih', 'hebat', 'kakek', 'neneknya']"
Setelah menunggu sekian lama. Akhirnya @yukikatou2 nongol juga di HITAM PUTIH TRANS7,positive,"['menunggu', 'sekian', 'nongol', 'hitam', 'putih', 'trans']"
makin asik hitam putih,positive,"['asik', 'hitam', 'putih']"
"Spensa Boys asal poso di hitam putih trans7 ASLI KALIAN KEREN!! yang pake kemeja biru putih, si gingsul ada salam dari sini",positive,"['spensa', 'boys', 'poso', 'hitam', 'putih', 'trans', 'asli', 'keren-keren', 'pakai', 'kemeja', 'biru', 'putih', 'gingsul', 'salam']"
Wahh asik nih vocalgrup #HitamPutih... thanks @TRANS7,positive,"['asik', 'vocalgrup', 'thanks']"
setiap hari aku slalu nonton Hitam Putih di Trans7. Hbs acara nya bagus banget mas Dedy.,positive,"['menonton', 'hitam', 'putih', 'trans', 'habis', 'acara', 'bagus', 'banget', 'mas', 'dedy']"
Acara Hitam Putih di Trans7 malam ini pembahasannya MANTAB! Setuju kalau bakal diperbanyak yang mengulas hal semacam ini,positive,"['acara', 'hitam', 'putih', 'trans', 'malam', 'pembahasannya', 'mantab', 'setuju', 'diperbanyak', 'mengulas']"
lg seru nonton hitam putih.. terus lanjut nonton on the spot @indahmariana19 @hitamputiht7 @trans7,positive,"['seru', 'menonton', 'hitam', 'putih', 'menonton', 'on', 'the', 'spot']"
#HPJkt48 #JKT48HitamPutihT7 trio unyu di acara master Dedy.. Thanks #HitamPutih,positive,"['trio', 'unyu', 'acara', 'master', 'dedy', 'thanks']"
perusahaan jujur pasti punya pekerja yg jujur. #hitamPutihT7,positive,"['perusahaan', 'jujur', 'pekerja', 'jujur']"
"Keren, undang mereka dong di acara HitamPutih atau acara presiden @news_trans7",positive,"['keren-keren', 'undang', 'acara', 'hitamputih', 'acara', 'presiden', 'trans']"
Suka banget sama episode Hitam Putih malam ini! #HitamPutih_Trans7,positive,"['suka', 'banget', 'episode', 'hitam', 'putih', 'malam', 'trans']"
"Kangen jeketi jadi bintang tamu Hitam Putih Trans7, seru aja gitu pas jaman gen 1 diundang ke hitam putih",positive,"['kangen', 'jeketi', 'bintang', 'tamu', 'hitam', 'putih', 'trans', 'seru', 'pas', 'jaman', 'gen', 'diundang', 'hitam', 'putih']"
Terima kasih telah menyaksikan Hitam Putih hari ini. Semoga menginspirasi dan terhibur,positive,"['terima', 'kasih', 'menyaksikan', 'hitam', 'putih', 'semoga', 'menginspirasi', 'terhibur']"
makin ok saja hitam putih... mau donk di undang.....,positive,"['ok', 'hitam', 'putih', 'undang']"
Sangat menginspirasi. #hitamputihtrans7 #FOCUS Hari ini banyak inspirasi buat saya,positive,"['menginspirasi', 'inspirasi']"
seru nih hitam putih trans7 live,positive,"['seru', 'hitam', 'putih', 'trans', 'live']"
Bersyukurlah kita hidup di Indonesia #hitamputihtrans7,positive,"['bersyukurlah', 'hidup', 'indonesia']"
"Setuju banget sama ucapan deddy corbuzier di Hitam Putih Trans7 hr ini. Guru tak perlu diberikan tanda jasa, cukup naikan gaji",positive,"['setuju', 'banget', 'ucapan', 'deddy', 'corbuzier', 'hitam', 'putih', 'trans', 'guru', 'tanda', 'jasa', 'naikan', 'gaji']"
selamat siang selamat beraktivitas juga kami selalu menunggu hitam putih di chaenel kesayangan trans7,positive,"['selamat', 'siang', 'selamat', 'beraktivitas', 'menunggu', 'hitam', 'putih', 'chaenel', 'kesayangan', 'trans']"
Ada @Stefan0Lilipaly & @andik_vermansah di #HitamPutihT7 Keren.. !!!,positive,"['vermansah', 'keren-keren']"
"nonton trans7 hitam putih keren abis jesika cantik, dedy ganteng @hitamputihtrans7",positive,"['menonton', 'trans', 'hitam', 'putih', 'keren-keren', 'habis', 'jesika', 'cantik', 'dedy', 'ganteng']"
acara hitam putih memang oke,positive,"['acara', 'hitam', 'putih', 'oke']"
"Yuk tweeps merapat, sebentar lagi Hitam Putih akan LIVE!",positive,"['yuk', 'tweeps', 'merapat', 'sebentar', 'hitam', 'putih', 'live']"
"Tweeps terima kasih sudah menyaksikan Hitam Putih hari ini, besok kembali Live di @TRANS7 #HPViral",positive,"['tweeps', 'terima', 'kasih', 'menyaksikan', 'hitam', 'putih', 'besok', 'live']"
#hitamputihtrans7 emang selalu keren.. siapapun tamunya..,positive,"['keren-keren', 'tamunya']"
"subhanallah, ni anak2 karunia yg tak ada bandingnya... trans7 hitamputih",positive,"['subhanallah', 'anak-anak', 'karunia', 'bandingnya', 'trans', 'hitamputih']"
"Sangat terkesan setelah mendengar salah satu dr mereka, jika saya adalah orang yg... maju terus hitam putih semoga sukses slalu",positive,"['terkesan', 'mendengar', 'salah', 'orang-orang', 'maju', 'hitam', 'putih', 'semoga', 'sukses']"
"Hitam putih bego, haruka diundang bentar biar pd liat younglex, udah gt malah dihina, Bego",negative,"['hitam', 'putih', 'bego', 'haruka', 'diundang', 'bentar', 'lihat', 'younglex', 'dihina', 'bego']"
"Miris liat pemerintah, Juara angkat berat se-asia tp tdk ada biaya mengikuti kejurnas.. #miris #hitamputihtrans7 ",negative,"['miris', 'lihat', 'pemerintah', 'juara', 'angkat', 'berat', 'seasia', 'tidak', 'biaya', 'mengikuti', 'kejurnas']"
"Juara 1 angkat berat Se-Asia, tdk menerima hadiahnya dan tidak bisa ikut kejurnas karena terkendala biaya #hitamputihtrans7",negative,"['juara', 'angkat', 'berat', 'seasia', 'tidak', 'menerima', 'hadiahnya', 'tidak', 'kejurnas', 'terkendala', 'biaya']"
"haruka lain kali kalau diundang ke hitam putih ditolak aja, hostnya ga menghargai kamu",negative,"['haruka', 'kali', 'diundang', 'hitam', 'putih', 'ditolak', 'hostnya', 'enggak', 'menghargai']"
Berasa aneh nonton acara Hitam Putih tapi penonton nya anak yg sekolah di sekolah gua #smkjakarta1,negative,"['berasa', 'aneh', 'menonton', 'acara', 'hitam', 'putih', 'penonton', 'anak-anak', 'sekolah', 'sekolah', 'gua']"
"sedih dengar curhatanmu, Roxana. Semoga Tuhan tunjukkan jalan dan titik terang utk Roxana #hitamputih #pegulat",negative,"['sedih', 'dengar', 'curhatanmu', 'roxana', 'semoga', 'tuhan', 'tunjukkan', 'jalan', 'titik', 'terang', 'roxana']"
Miris ketika anak Indonesia kesulitan menggunakan Bahasa Indonesa dan lebih nyaman menggunakan bahasa asing #HitamPutihTrans7 #AkuIndonesia,negative,"['miris', 'anak-anak', 'indonesia', 'kesulitan', 'bahasa', 'indonesa', 'nyaman', 'bahasa', 'asing']"
"Sombongnya mentang2 kaya pake diumumkan, saya host kaya di Hitam Putih Trans7...!!!",negative,"['sombongnya', 'mentang-mentang', 'kayak', 'pakai', 'diumumkan', 'host', 'kayak', 'hitam', 'putih', 'trans']"
parah banget hitam putih di Trans7. Ngomong sembarang. Yg merusak generasi muda acara kyk gini,negative,"['parah', 'banget', 'hitam', 'putih', 'trans', 'mengomong', 'sembarang', 'merusak', 'generasi', 'muda', 'acara', 'kayak']"
Orang bangkrut itu bukan perkara soal uang tetapi bangkrut itu orang yang sudah tidak punya mimpi -BangQomar #HitamPutihT7,negative,"['orang-orang', 'bangkrut', 'bukan', 'perkara', 'uang', 'bangkrut', 'orang-orang', 'tidak', 'mimpi', 'bangqomar']"
Menakutkan Powernya Oma Martha #HitamPutihT7,negative,"['menakutkan', 'powernya', 'oma', 'martha']"
"#hitamputihT7 jika hasilnya tdk sesuai dgn apa yg dikehendaki para pendemo akan demo lg, silakah jika ini diartikan sbg pemaksaan kehendak",negative,"['hasilnya', 'tidak', 'sesuai', 'apa-apa', 'dikehendaki', 'pendemo', 'demo', 'silakah', 'diartikan', 'pemaksaan', 'kehendak']"
mulut farhat abas anjay bener di #HitamPutihT7,negative,"['mulut', 'farhat', 'abas', 'anjay']"
Klo episode berikutnya muncul lagi di @HitamPutihT7 saya ga bakal nonton lg hitam putih.. #hitamputiht7,negative,"['episode', 'muncul', 'enggak', 'menonton', 'hitam', 'putih']"
Yaampun banyak anak kecil yang nonton #hitamputihT7,negative,"['yaampun', 'anak-anak', 'kecil-kecil', 'menonton']"
Seorang anak yg butuh pengakuan dari sang ayah #hitamPutihT7 @marioteguh,negative,"['anak-anak', 'butuh', 'pengakuan', 'sang', 'ayah']"
Mario Teguh mencampakkan anak nya ? #HitamPutihT7,negative,"['mario', 'teguh', 'mencampakkan', 'anak-anak']"
"Orang tuna netra aja bisa berbagi, kok yg pegang jabatan tinggi korupsi #HitamPutihT7",negative,"['orang-orang', 'tuna', 'netra', 'berbagi', 'pegang', 'jabatan', 'korupsi']"
@pandji garing banget sih ni orang #hitamputiht7,negative,"['garing', 'banget', 'orang-orang']"
"kalo sekarang yang nyanyi anak2,, tapi lagu Na ... Terlalu Menyakitkan Memalukan untuk disebutkan #savelaguanak #HitamputihT7",negative,"['nyanyi', 'anak-anak', 'lagu', 'menyakitkan', 'memalukan']"
bukan maksud ngatain tp cuma bertanya knp hanya orang kecil atau bawah yg ditindes? @HitamPutihT7 #HitamPutihT7,negative,"['bukan', 'maksud', 'mengatai', 'orang-orang', 'kecil-kecil', 'ditindes']"
"Bos kau kalo cowo kerja salah di bentak abis, kalo cewe malah diajakin becanda trus ketawa #MyStupidBoss #HitamPutihT7",negative,"['bos', 'kau', 'cowok', 'kerja', 'salah', 'bentak', 'habis', 'cewek', 'diajakin', 'becanda', 'ketawa']"
suara sang veteran kalau perlu koruptor di hukum mati! #hitamPutihT7,negative,"['suara', 'sang', 'veteran', 'koruptor', 'hukum', 'mati']"
Kok berita nya ga nyebar sih #HitamPutihT7 #Trans7,negative,"['berita', 'enggak', 'nyebar']"
"@HitamPutihT7 buta tuh orang, dalem ruangan pake kacamata hitam #HitamPutihT7",negative,"['buta', 'orang-orang', 'dalem', 'ruangan', 'pakai', 'kacamata', 'hitam']"
Ya dunia jadi terharu kepergian mbak jupe @hitamputih_trans7,negative,"['dunia', 'terharu', 'kepergian', 'mbak-mbak', 'jupe', 'trans']"
jadi gitu nasib atlet kita ya? @KEMENPORA_RI #HitamputihT7,negative,"['nasib', 'atlet', 'ri']"
knp ya seorang sahabat bs lupa dg sahabatnya bila sudah bertemu teman lama / barunya? #HitamPutihT7,negative,"['sahabat', 'lupa', 'sahabatnya', 'bertemu', 'teman', 'barunya']"
"Baby tatan nangis ngeliat daddy, @HitamPutihT7 #hitamputiht7",negative,"['baby', 'tatan', 'menangis', 'daddy']"
angkat topi dan tundukkan kepala buat mbah simpen #hitamputihtrans7,negative,"['angkat', 'topi', 'tundukkan', 'kepala', 'mbah', 'simpan']"
toleransi umat beragama macam apa yg diterapkan di Serang Banten? Toleransi hanya mitos #hitamPutihT7,negative,"['toleransi', 'umat', 'beragama', 'apa-apa', 'diterapkan', 'serang', 'banten', 'toleransi', 'mitos']"
suara sang veteran : kalau perlu koruptor di hukum mati! #hitamPutihT7,negative,"['suara', 'sang', 'veteran', 'koruptor', 'hukum', 'mati']"
Turut berduka buat anak nya buk pak #HitamPutihT7,negative,"['berduka', 'anak-anak', 'buk']"
ingin kan hal yg baik tetapi belum tentu semua itu sesuatu yg diharapkan? #moreppie #hitamputihT7,negative,"['belum', 'diharapkan']"
ga tau kenapa semua menjadi buruk ketika kau pergi #moreppie #hitamputihT7,negative,"['enggak', 'buruk', 'kau', 'pergi']"
#HitamPutihT7 udah sodok ajah bu haha #TributeToWanitaIndonesia,negative,"['sodok', 'bu', 'haha']"
butuh ketegasan dari pihak masyarakat dan pemerintah kita butuh tindakan bukan hanya ngoceh di medsos #HitamPutihT7 #PollingHitamPutih,negative,"['butuh', 'ketegasan', 'masyarakat', 'pemerintah', 'butuh', 'tindakan', 'bukan', 'mengoceh', 'medsos']"
hidup itu harus dijalanin bukan dipikirin #hitamputiht7,negative,"['hidup', 'dijalanin', 'bukan', 'dipikirkan']"
Pemimpin itu adalah pribadi yang dikorbankan #HitamPutihT7,negative,"['pemimpin', 'pribadi', 'dikorbankan']"
"Hidup ini dijalanin, bukan dipikirin. Mongol Stres #hitamputiht7",negative,"['hidup', 'dijalanin', 'bukan', 'dipikirkan', 'mongol', 'stres']"
"#HitamPutihT7 Demo gak akan nyelesaikan masalah, harusnya bermusyawara ajha #HitamPutihT7",negative,"['demo', 'enggak', 'nyelesaikan', 'bermusyawara']"
#hitamputihT7 bayangkan kalau seluruh konvensional akan buat online dimana pengusahanya tdk perlu bayar apa2. yg perorangan pasti kalah,negative,"['bayangkan', 'konvensional', 'online', 'dimana-mana', 'pengusahanya', 'tidak', 'bayar', 'apa-apa', 'perorangan', 'kalah']"
"lebih enak taksi konvensional, kalo kita kepepet ada taksi yg lewat langsung, kalau nunggu yg online lama. #HitamPutihT7 #OnlineVsKonvension",negative,"['enak', 'taksi', 'konvensional', 'kepepet', 'taksi', 'langsung', 'menunggu', 'online']"
#hitamputiht7 apakah ada hal kaya gini di negara lain ? Intinya saya gk setuju usaha kaya gini #OnlineVSKonvensional,negative,"['kayak', 'negara', 'intinya', 'enggak', 'setuju', 'usaha', 'kayak']"
"Gak punya Gadget, mahal, nipu / gk jelas argonya sering argo kuda dan gak aman pake konvensional #hitamputihtrans7",negative,"['enggak', 'gadget', 'mahal', 'nipu', 'enggak', 'jelas-jelas', 'argonya', 'argo', 'kuda', 'enggak', 'aman', 'pakai', 'konvensional']"
"Hidup itu pilihan, jangan pasrah dengan keadaan",negative,"['hidup', 'pilihan', 'jangan-jangan', 'pasrah']"
#HitamPutihT7 Gawat darurat tetangga menembaki dg sengaja kucing2 disekitar rumah #komplekrumahelitbandung,negative,"['gawat', 'darurat', 'tetangga', 'menembaki', 'sengaja', 'kucing', 'disekitar', 'rumah']"
"miris sekali liat keadaan hewan yg di aniaya, #HitamPutihT7 #hpsayangbinatang",negative,"['miris', 'lihat', 'hewan', 'aniaya']"
"hanya membicarakan permasalahan orang lain, memalukan",negative,"['membicarakan', 'permasalahan', 'orang-orang', 'memalukan']"
dedy sombong nya keteraluan,negative,"['dedy', 'sombong', 'keteraluan']"
"Suka banget nonton #IndonesiaLawyersClub bisa menambah wawasan, bisa belajar cara membicarakan suatu masalah, keren @ILC_tvOnenews",positive,"['suka', 'banget', 'menonton', 'menambah', 'wawasan', 'belajar', 'membicarakan', 'keren-keren', 'tvonenews']"
"ngakak, mantap dah pokoknya seru",positive,"['mengakak', 'mantap', 'deh', 'pokoknya', 'seru']"
RINDU ILC INDOBESIA LAWYERS CLUB DI TVONE,positive,"['rindu', 'ilc', 'indobesia', 'lawyers', 'club', 'tvone']"
"Indonesia Lawyers Club merupakan program talkshow paling ditunggu pemirsa tvOne, yang membahas topik2 terkini #9TAHUNTVONE",positive,"['indonesia', 'lawyers', 'club', 'program', 'talkshow', 'ditunggu', 'pemirsa', 'tvone', 'membahas', 'topik', 'terkini']"
Selalu kagum dengan Buya Syafii Maarif - ILC tvOne https://youtu.be/gPXSkLtAL5Y,positive,"['kagum', 'buya', 'syafii', 'maarif', 'ilc', 'tvone']"
"Saya punya Panglima yang membanggakan, ILC tvOne https://youtu.be/tR2tN1u7eAw",positive,"['panglima', 'membanggakan', 'ilc', 'tvone']"
Rating Indonesia Lawyers Club TV One Langsung Melesat #tvone #setelah411,positive,"['rating', 'indonesia', 'lawyers', 'club', 'tv', 'one', 'langsung', 'melesat']"
Sejuk kalo ILC itu kayak gini obrolannya - ILC tvOne,positive,"['sejuk', 'ilc', 'kayak', 'obrolannya', 'ilc', 'tvone']"
"semuanya nonton tvOne, Indonesia Lawyers Club yuk",positive,"['menonton', 'tvone', 'indonesia', 'lawyers', 'club', 'yuk']"
Belajar cara berdebat di bidang hukum #ilc,positive,"['belajar', 'berdebat', 'bidang', 'hukum']"
Selamat tayang kembali Indonesia Lawyers Club tvOne,positive,"['selamat', 'tayang', 'indonesia', 'lawyers', 'club', 'tvone']"
Ini yg bikin adem Hati.. Aa Gymnastiar #ilc,positive,"['adem', 'hati-hati', 'aa', 'gymnastiar']"
Ikhlas itu melepaskan dan mendoakan.. #ILC,positive,"['ikhlas', 'melepaskan', 'mendoakan']"
Bang @karniilyas cerdas ... #ILC hebat,positive,"['bang', 'cerdas', 'hebat']"
pak Ustadz. keren banget.. #ILC,positive,"['ustadz', 'keren-keren', 'banget']"
#ilc saatnya damai bersenandung,positive,"['damai', 'bersenandung']"
Saatnya Damai Bersenandung #ILC dan Pemecah Belah Umat Beragama Dimusnahkan,positive,"['damai', 'bersenandung', 'pemecah', 'belah', 'umat', 'beragama', 'dimusnahkan']"
Semoga makin paham seperti apa sejatinya rupa Indonesia #ILC,positive,"['semoga', 'paham', 'apa-apa', 'sejatinya', 'rupa', 'indonesia']"
ILC malam ini adem #indonesialawyersclub,positive,"['ilc', 'malam', 'adem']"
"Indahnya ILC malam ini, semua pemuka agama saling rangkul dan setuju untuk meninggalkan kasus ahok yang merusak keselarasan bangsa #ILC",positive,"['indahnya', 'ilc', 'malam', 'pemuka', 'agama', 'rangkul', 'setuju', 'meninggalkan', 'ahok', 'merusak', 'keselarasan', 'bangsa']"
Setuju banget sama bapak ustad #ILC,positive,"['setuju', 'banget', 'ustad']"
Top banget Utadz Zaitun Rasmin #ilc,positive,"['top', 'banget', 'utadz', 'zaitun', 'rasmin']"
Yuk tonton TVOne selalu menyajikan berita2 obyektif #TVOneSllDihati,positive,"['yuk', 'tonton', 'tvone', 'menyajikan', 'berita', 'obyektif']"
"#ilc,,, polmart memang bijaksana",positive,"['polmart', 'bijaksana']"
Rakyat mendukung KPK usut tuntas kasus e-KTP @karniilyas #ILCTVOne,positive,"['rakyat', 'mendukung', 'kpk', 'usut', 'tuntas', 'ektp']"
Acara televisi yang sangat saya suka #ilcTvOne,positive,"['acara', 'televisi', 'suka']"
ga sabar nunggu 2019!!! #ILCTvOne,positive,"['enggak', 'sabar', 'menunggu']"
semangat dan sehat selalu pak karni penonton setia menunggu ILC tayang kembali @karniilyas #ILCtvone,positive,"['semangat', 'sehat', 'karni', 'penonton', 'setia', 'menunggu', 'ilc', 'tayang']"
Adem dengerin nasehat dari Aa gym semoga sehat slalu dan dalam lindunganNYA #IslamJagaNKRI @GeneralGatot #ILCtvone,positive,"['adem', 'dengarkan', 'nasehat', 'aa', 'gym', 'semoga', 'sehat', 'lindungannya']"
"sangat banyak ilmu yang bisa kita serap di #ILCTVONE semalam, menyejukan",positive,"['ilmu', 'serap', 'semalam', 'menyejukan']"
#ILCtvone bangga kepada #PANGLIMATNI #JendralGatotNurmantyo,positive,['bangga']
"Salut dengan komitmen Pak @GeneralGatot , tegas, berwibawa, inilah Jenderal sesungguhnya. #ILC411 #ILCtvone",positive,"['salut', 'komitmen', 'berwibawa', 'jenderal', 'sesungguhnya']"
Hormat jendral... #ilctvone #keren #nextpresiden2019,positive,"['hormat', 'jenderal']"
Aa gym.... Menyejukan mental dan jiwa #ilctvone,positive,"['aa', 'gym', 'menyejukan', 'mental', 'jiwa']"
Terimakasih buya Syafii @maarifinstitute . Bangga dg kejernihaannya #ilctvone,positive,"['terimakasih', 'buya', 'syafii', 'bangga', 'kejernihaannya']"
Penjelasan Kapolri jelas dan tegas. Barakallahu. Mari buka hati #ilctvone  #JagaNKRI,positive,"['penjelasan', 'kapolri', 'jelas-jelas', 'barakallahu', 'mari', 'buka', 'hati-hati']"
"jika kita memiliki kasih,  seharusnya saling memaafkan jika ada org yg sudah mau minta maaf, itu baru keren, salut. #ilctvone",positive,"['memiliki', 'kasih', 'memaafkan', 'orang', 'maaf', 'keren-keren', 'salut']"
"#Ilctvone @jonru @hafidz_ary @AHMADDHANIPRAST sampe diketawain, krn awalnya kalem, diujung keringat dingin matanya merem asli lucu",positive,"['ary', 'diketawain', 'kalem', 'diujung', 'keringat', 'dingin-dingin', 'matanya', 'merem', 'asli', 'lucu']"
Ahmad Dhani ngomong Pasti seru ini.... #ILCTVOne,positive,"['ahmad', 'dhani', 'mengomong', 'seru']"
"Mendengar pendapat pak hasim muzadi sangat menentramkan, keren #ilctvone",positive,"['mendengar', 'pendapat', 'hasim', 'muzadi', 'menentramkan', 'keren-keren']"
Salut dan hormat utk bang jhonson panjaitan lugas dan masuk akal... #ILCtvone,positive,"['salut', 'hormat', 'bang', 'jhonson', 'panjaitan', 'lugas', 'masuk', 'akal']"
Kompak dan sama  pembelaan antara BNN n Polisi...  #ilctvone,positive,"['kompak', 'pembelaan', 'bnn', 'polisi']"
Keren kali abang pengacara botak ini #ILCTvOne,positive,"['keren-keren', 'kali', 'abang', 'pengacara', 'botak']"
Jokowi ini org betul2 soleh.. hendropriyono #ilctvone,positive,"['jokowi', 'orang', 'soleh', 'hendropriyono']"
Top n mencerahkan prof @mohmahfudmd ..! #ilctvone,positive,"['top', 'mencerahkan', 'prof']"
Media dukung Ahok karena pendapatan iklan dari korporasi juga besar. #ILCtvone,positive,"['media', 'dukung', 'ahok', 'pendapatan', 'iklan', 'korporasi', 'besar-besar']"
@ILC_tvOnenews keren bikin melek #ilctvone,positive,"['tvonenews', 'keren-keren', 'melek']"
Salut sama pak Darmawan Salihin...  #ILCTVONE,positive,"['salut', 'darmawan', 'salihin']"
semga ilc tetap jadi memberikan informasi yang benar,positive,"['semga', 'ilc', 'informasi', 'benar-benar']"
"acara debat yag hebat, keren #ILC",positive,"['acara', 'debat', 'yag', 'hebat', 'keren-keren']"
Yang di tunggu bukan tvshow tapi INDONESIA LAWYERS CLUB. TVshow tidak cocok dengan karakter siaran tvone!,negative,"['tunggu', 'bukan', 'tvshow', 'indonesia', 'lawyers', 'club', 'tvshow', 'tidak', 'cocok', 'karakter', 'siaran', 'tvone']"
"Indonesia Lawyers Club TvOne malam ini sepertinya batal tayang lagi. memalukan Rezim ini terlalu sakit, sehingga takut http://fb.me/18pYNAcs",negative,"['indonesia', 'lawyers', 'club', 'tvone', 'malam', 'batal', 'tayang', 'memalukan', 'rezim', 'sakit', 'takut']"
Potensi teroris sangat besar. Jangan bikin pernyataan yg memberi peluang pd teroris #ILC,negative,"['potensi', 'teroris', 'besar-besar', 'jangan-jangan', 'pernyataan', 'peluang', 'teroris']"
"Indonesia banyak masalah tp gak ada sikap tegas dr pak presiden, ditanya di demo malah sibuk pencitraan & upload video gak penting! #ILC",negative,"['indonesia', 'enggak', 'sikap-sikap', 'presiden', 'demo', 'sibuk', 'pencitraan', 'upload', 'video', 'enggak']"
"Kalau melihat acara #ILC Membidik Habieb Rizieq, Habieb ga perlu pulang ke Indonesia. Ga penting. Ga mutu.",negative,"['acara', 'membidik', 'habieb', 'rizieq', 'habieb', 'enggak', 'pulang', 'indonesia', 'enggak', 'enggak', 'mutu']"
"@Busyro_Muqoddas : Minoritas ekonomi kuat menguasai Mayoritas Ekonomi lemah, tidak pernah dibahas, inilah sumber radikal, miris #ILC @karnii",negative,"['muqoddas', 'minoritas', 'ekonomi', 'kuat', 'menguasai', 'mayoritas', 'ekonomi', 'lemah', 'tidak', 'dibahas', 'sumber', 'radikal', 'miris']"
sekali lg mengingatkan @aniesbaswedan untuk jaga jarak dg Islamis radikal jika tak ingin melihat bangsa ini hancur. #ILC,negative,"['jaga', 'jarak', 'islamis', 'radikal', 'bangsa', 'hancur']"
omongannya ga menarik. ga berisi. #ILC,negative,"['omongannya', 'enggak', 'menarik', 'enggak', 'berisi']"
Anis difitnah katanya dia... #ILC,negative,"['anis', 'difitnah']"
Sebuah pertanyaan kepada metromini utk dijadikan metronome yang dibentuk oleh kemacetan yang cukup padat di berikan oleh putra petir. #ilc,negative,"['metromini', 'dijadikan', 'metronome', 'dibentuk', 'kemacetan', 'padat', 'putra', 'petir']"
"buat para pembela AHOK, Cek cara berpikirnya, masa kalah sama ANAK SD. #AhokHarusDipenjara @ILC_tvOnenews #ILC",negative,"['pembela', 'ahok', 'cek', 'berpikirnya', 'kalah', 'anak-anak', 'sd', 'tvonenews']"
@MataNajwa kok kayak provokatif ya pembawa acaranya. Beda kelas dg #ILC @ILC_tvOnenews,negative,"['kayak', 'provokatif', 'pembawa', 'acaranya', 'beda', 'kelas', 'tvonenews']"
