text,label,processed
  buat hari   sih sangat guna     jalan jauh   sih mikir   pake charging station     keluar kota saudara   kota buat charge   banyak stasiun chrargenya jg   kaya bensin tinggal isi beberapa menit langsung jalan   butuh waktu     sebentar   kritis  banget    mungkin nyolokin minimarket or rumah  orang ,negative,"['jalan', 'mikir', 'pakai', 'charging', 'station', 'kota', 'saudara', 'kota', 'charge', 'stasiun', 'chrargenya', 'kayak', 'bensin', 'tinggal', 'isi', 'menit', 'langsung', 'jalan', 'butuh', 'sebentar', 'kritis', 'banget', 'nyolokin', 'minimarket', 'orang', 'rumah', 'orang-orang']"
bapak luhut panjaitan yth baik pakai dulu dinas masyarakat lihat hasil jangan dijejeli subsidi laku pakai logika maaf masyarakat beli terimakasih,positive,"['luhut', 'panjaitan', 'yth', 'pakai', 'dinas', 'masyarakat', 'lihat', 'hasil', 'jangan-jangan', 'dijejeli', 'subsidi', 'laku-laku', 'pakai', 'logika', 'maaf', 'masyarakat', 'beli', 'terimakasih']"
subsidi motor   jalan umum tolak system,negative,"['subsidi', 'motor', 'jalan', 'tolak', 'system']"
apa sieh kok mbulet asli yo tiap spbu seluruh indonesia tempat nge charge wes laku orng   mau beli knp milih   konvensional   keluar kota khawatir mau ngecarger wong   semua tempat sedia masak   keluar daerah pulang ditowing   lucu,negative,"['apa-apa', 'sieh', 'mbulet', 'asli', 'spbu', 'indonesia', 'nge', 'charge', 'wes', 'laku-laku', 'orang', 'beli', 'memilih', 'konvensional', 'kota', 'khawatir', 'ngecarger', 'sedia', 'masak', 'daerah', 'pulang', 'ditowing', 'lucu']"
buat larang jual kendara konvensional,negative,"['larang', 'jual', 'kendara', 'konvensional']"
tambah bikin rakyat susah,positive,"['rakyat', 'susah']"
ekosistem siap malah maksain suruh beli kendara   sesuai banget,positive,"['ekosistem', 'memaksakan', 'suruh', 'beli', 'kendara', 'sesuai', 'banget']"
jual ev naik jual genset bakal naik ni,positive,"['jual', 'ev', 'jual', 'genset']"
contohin dulu semua menteri dpr mpr guna listri,negative,"['contohin', 'menteri', 'dpr', 'mpr', 'listri']"
sedia station charging masalah   motor   rame   notaben sering pake jalan jauh was was habis batre   sation ribet   motor paling pake komplek,negative,"['sedia', 'station', 'charging', 'motor', 'rame', 'notaben', 'pakai', 'jalan', 'was', 'was', 'habis', 'batre', 'sation', 'ribet', 'motor', 'pakai', 'komplek']"
subsidi bbm cabut mahal trus muncul si bilang hemat sih analogi okok non okok banyak teori     rokok hari sekian bulan sekian tahun kebel nmax fakta     rokok   kebel motor  tetap    sama kredit biarpun   rokok   kumpul duit segitu pake bbm keluar biaya sekian biaya perawan dl tahun sekian juta   pake cuma sekian,negative,"['subsidi', 'bbm', 'cabut', 'mahal', 'muncul', 'bilang-bilang', 'hemat', 'analogi', 'okok', 'non', 'okok', 'teori', 'rokok', 'sekian', 'sekian', 'tahun-tahun', 'kebel', 'nmax', 'fakta', 'rokok', 'kebel', 'motor', 'kredit', 'biarpun', 'rokok', 'kumpul', 'duit', 'segitu', 'pakai', 'bbm', 'biaya', 'sekian', 'biaya', 'perawan', 'tahun-tahun', 'sekian', 'juta', 'pakai', 'sekian']"
harga sperpartnya,positive,"['harga', 'sperpartnya']"
ev msih nyaman dsni   dipaksain paling cman jabodetabek kota besar provinsi   tahan beli dlu skalian nunggu sodium battery solidstate battery,positive,"['ev', 'nyaman', 'dipaksain', 'cuman', 'jabodetabek', 'kota', 'besar-besar', 'provinsi', 'tahan', 'beli', 'skalian', 'menunggu', 'sodium', 'battery', 'solidstate', 'battery']"
nungguin ganti lithium solid state battery rilis resmi,positive,"['menunggu', 'ganti', 'lithium', 'solid', 'state', 'battery', 'rilis', 'resmi']"
dukung terus doa negara makmur produksi sndirikan,positive,"['dukung', 'doa', 'negara', 'makmur', 'produksi', 'sndirikan']"
suat   baru kata   jaman dlu kala efisien tinggal ngerepotin efisien mahal mudah rusak beda brand beda bentuk baterai beda bentuk power outlet beda besar baterai dl,positive,"['suat', 'kata-kata', 'jaman', 'efisien', 'tinggal', 'ngerepotin', 'efisien', 'mahal', 'mudah', 'rusak', 'beda', 'brand', 'beda', 'bentuk', 'baterai', 'beda', 'bentuk', 'power', 'outlet', 'beda', 'besar-besar', 'baterai']"
pake atur   buat jd laku   larang bahkan ancam pidana   jual beli   non listtik gampang,negative,"['pakai', 'atur', 'laku-laku', 'larang', 'ancam', 'pidana', 'jual', 'beli', 'non', 'listtik', 'gampang']"
  masyarakat ingin harga jual batre   murah baru mau beli,positive,"['masyarakat', 'harga', 'jual', 'batre', 'murah', 'beli']"
aneh banget subsidi kendara pribadi pake anggar negara bayar usaha malah dorong program ada ev buat jabat ngasih duit buat kkn proyek ada ev jabat   punya saham usaha sembari dapet baru pake anggar negara   dapat ras duit pajak masyarakat kecil padahal transportasi publik sendiri pada cuman jakarta kota kota   bantu   dorong kembang layan transportasi publik rata nih padahal ahli kota nyata bijak solid transportasi publik turun macet hingga efisiensi sistem gera kota lebih tepat waktu kendara jalan lebih efisien warga kecil nikmat akhir gera ekonomi lebih lancar akibat lain kurang polusi fasilitas dukung transport publik tingkat trotoar lebar lahan pkl rapi toko pinggir jalan hidup dl masyarakat kecil lebih banyak sempat buka usaha jalan   banyak lalu transportasi publik sebab semua susah jadi paragraf ,negative,"['aneh', 'banget', 'subsidi', 'kendara', 'pribadi', 'pakai', 'anggar', 'negara', 'bayar', 'usaha', 'dorong', 'program', 'ev', 'jabat', 'mengasih', 'duit', 'kkn', 'proyek', 'ev', 'jabat', 'saham', 'usaha', 'sembari', 'pakai', 'anggar', 'negara', 'ras', 'duit', 'pajak', 'masyarakat', 'kecil-kecil', 'transportasi', 'publik', 'cuman', 'jakarta', 'kota', 'kota', 'bantu', 'dorong', 'kembang', 'layan', 'transportasi', 'publik', 'ahli', 'kota', 'nyata', 'bijak', 'solid', 'transportasi', 'publik', 'turun', 'macet', 'efisiensi', 'sistem', 'gera', 'kota', 'kendara', 'jalan', 'efisien', 'warga', 'kecil-kecil', 'nikmat', 'gera', 'ekonomi', 'lancar', 'akibat', 'polusi', 'fasilitas', 'dukung', 'transport', 'publik', 'tingkat', 'trotoar', 'lebar', 'lahan', 'pkl', 'rapi', 'toko', 'pinggir', 'jalan', 'hidup', 'masyarakat', 'kecil-kecil', 'buka', 'usaha', 'jalan', 'transportasi', 'publik', 'susah', 'paragraf']"
    beli cuma   duidnya bgsd,negative,"['beli', 'duidnya', 'bgsd']"
infrastruktur bom pada harga unit mahal,negative,"['infrastruktur', 'bom', 'harga', 'unit', 'mahal']"
coba cek jabat staf ngomong soal sehariya pakai,negative,"['coba', 'cek', 'jabat', 'staf', 'mengomong', 'sehariya', 'pakai']"
musim hujan banjir kek bahaya pake awat ribet ganti baterai mahal,negative,"['musim', 'hujan', 'banjir', 'kayak', 'bahaya', 'pakai', 'awat', 'ribet', 'ganti', 'baterai', 'mahal']"
yakin masyarakat alih apabila harga sama bahan bakar fosil produsen beri wajib produksi bentuk   sama bahan bakar fosil biasa produksi buat versi   murah ukur kecil ingat masyarakat beli mayoritas beli kendara bawa keluarga,negative,"['masyarakat', 'alih', 'harga', 'bahan', 'bakar', 'fosil', 'produsen', 'wajib', 'produksi', 'bentuk', 'bahan', 'bakar', 'fosil', 'produksi', 'versi', 'murah', 'ukur', 'kecil-kecil', 'masyarakat', 'beli', 'mayoritas', 'beli', 'kendara', 'bawa-bawa', 'keluarga']"
lama bensin   laku harga lebih mahal,positive,"['bensin', 'laku-laku', 'harga', 'mahal']"
bukan   mau beli terlalu mahal,negative,"['bukan', 'beli', 'mahal']"
teknologi baru developnya sempurna mesin bensin oke develop   uda ratus tahun kuatir mirip hnphone pakai tahun batre   kembung batre drop ev kerja sama ama rakkipanda viz oke sih,positive,"['teknologi', 'developnya', 'sempurna', 'mesin', 'bensin', 'oke', 'develop', 'ratus', 'tahun-tahun', 'kuatir', 'hnphone', 'pakai', 'tahun-tahun', 'batre', 'kembung', 'batre', 'drop', 'ev', 'kerja', 'rakkipanda', 'viz', 'oke']"
lebih efisien   beli   duit mau korupsi  ,positive,"['efisien', 'beli', 'duit', 'korupsi']"
proyek ambisius   gagal total,negative,"['proyek', 'ambisius', 'gagal', 'total']"
tempat chas tambah,positive,['chas']
hayo bingung iru punya,positive,"['hayo', 'bingung', 'iru']"
omong kosong berita mantap fakta zero,negative,"['omong', 'kosong', 'berita', 'mantap', 'fakta', 'zero']"
banyak bahas efisiensi kurang polusi udara ceo toyota produksi cemar udara toyota usai buat bagaimana capai jabat level ceo usaha,negative,"['bahas', 'efisiensi', 'polusi', 'udara', 'ceo', 'toyota', 'produksi', 'cemar', 'udara', 'toyota', 'capai', 'jabat', 'level', 'ceo', 'usaha']"
iya   jalan sering banget ketemu kendara jalan,positive,"['iya', 'jalan', 'banget', 'ketemu', 'kendara', 'jalan']"
mending turu punya malah iklan ampun gusti,positive,"['mending', 'turu', 'iklan', 'ampun', 'gusti']"
apa rakyat mau chanel apa,negative,"['apa-apa', 'rakyat', 'chanel', 'apa-apa']"
harga jual   mahal banding kendara biasa gimana masyarakat mau beli,positive,"['harga', 'jual', 'mahal', 'banding', 'kendara', 'masyarakat', 'beli']"
jelas dunia butuh kendara bas dunia butuh energi baru   nyinyir go to hel   kalian,negative,"['jelas-jelas', 'dunia', 'butuh', 'kendara', 'bas', 'dunia', 'butuh', 'energi', 'nyinyir', 'go', 'hel']"
rakyat dong pikir jangan bisdis   hitung hitung rugi rakyat dakkayak,negative,"['rakyat', 'pikir-pikir', 'jangan-jangan', 'bisdis', 'hitung', 'hitung', 'rugi', 'rakyat', 'dakkayak']"
 sulit hidup promosi monopoli naik harga bensin liat irit padahal sulit,positive,"['sulit', 'hidup', 'promosi', 'monopoli', 'harga', 'bensin', 'lihat', 'irit', 'sulit']"
modelenya krg bagus  semua ,negative,"['modelenya', 'krg', 'bagus']"
nama beli kendara ulang ulang bbm   pakai puluh tahun rusak   baik dikit sekali rusak keluar uang   harga baru batterynya ampun sulit jangka dekat mungkin tahun,negative,"['nama-nama', 'beli', 'kendara', 'ulang', 'ulang', 'bbm', 'pakai', 'puluh', 'tahun-tahun', 'rusak', 'dikit', 'rusak', 'uang', 'harga', 'batterynya', 'ampun', 'sulit', 'jangka', 'tahun-tahun']"
ngeri ges gharga baterainyah buat nambah bini kuda,negative,"['ngeri', 'ges', 'gharga', 'baterainyah', 'bertambah', 'bini', 'kuda']"
stop bbm kelar urus simple,positive,"['stop', 'bbm', 'kelar', 'urus', 'simple']"
hybrid,positive,['hybrid']
mulai deh maen paksa dn ancam mental kolonial,negative,"['deh', 'main', 'paksa', 'ancam', 'mental', 'kolonial']"
sedia dulu wc tempat berak  jangan  udh mau berak baru siap biasa sih mnrt negara rncakan matang dl sblm jalan terima   baru masa  lebih  pintar kalian   das sih kyknya  ,negative,"['sedia', 'wc', 'berak', 'jangan-jangan', 'berak', 'mnrt', 'negara', 'rncakan', 'matang', 'jalan', 'terima', 'pintar', 'das', 'kayaknya']"
kendara kendara kota keluar kota mikir otomatis punya kendara   tenang luar kota arti unit rumah ngk semua rakyat indonesia mampu beli unit harga murah mesin ken,negative,"['kendara', 'kendara', 'kota', 'kota', 'mikir', 'otomatis', 'kendara', 'tenang', 'kota', 'arti', 'unit', 'rumah', 'enggak', 'rakyat', 'indonesia', 'beli', 'unit', 'harga', 'murah', 'mesin', 'ken']"
harga mahal murah konvensional   harga bawah konvensional laku keras,positive,"['harga', 'mahal', 'murah', 'konvensional', 'harga', 'konvensional', 'laku-laku', 'keras']"
bagi gratis pajak umur hidup siap terima senang hati,positive,"['gratis', 'pajak', 'umur', 'hidup', 'terima', 'senang', 'hati-hati']"
jt bawah bukan harga jangkau orang mikir beli ev harga jt cuma ukur agya harga agya sendiri jauh bawah   ev mau laku gampang bikin harga jual mirip sama harga lcgc,positive,"['juta', 'bukan', 'harga', 'jangkau', 'orang-orang', 'mikir', 'beli', 'ev', 'harga', 'juta', 'ukur', 'agya', 'harga', 'agya', 'ev', 'laku-laku', 'gampang', 'harga', 'jual', 'harga', 'lcgc']"
analisa masyarakat malas beli takut habis baterai jalan keluar kota banyak stasiun isi baterai masalah servicenya nunggu bulan bulan garansi bentuk bagus sangat mahal mending beli mercy bmw harga lebih murah sama bentuk mewah harga murah bentuk kecil aneh mending beli avanza xpander veloz harga lebih murah,negative,"['analisa', 'masyarakat', 'malas', 'beli', 'takut', 'habis', 'baterai', 'jalan', 'kota', 'stasiun', 'isi', 'baterai', 'servicenya', 'menunggu', 'garansi', 'bentuk', 'bagus', 'mahal', 'mending', 'beli', 'mercy', 'bmw', 'harga', 'murah', 'bentuk', 'mewah', 'harga', 'murah', 'bentuk', 'kecil-kecil', 'aneh', 'mending', 'beli', 'avanza', 'xpander', 'veloz', 'harga', 'murah']"
cnbc semua kantor berita asing mau coba goyang indonesia bawa rakyat gerah  lihat  jokowi   atur kayak presiden belum jual kokain   kalian rakyat kalian kerja cia dulu as senjata tukar kokain era contras made in as nikaragua rakyat kalian zombi kensington pensylvania,negative,"['cnbc', 'kantor', 'berita', 'asing', 'coba', 'goyang', 'indonesia', 'bawa-bawa', 'rakyat', 'gerah', 'lihat', 'jokowi', 'atur', 'kayak', 'presiden', 'belum', 'jual', 'kokain', 'rakyat', 'kerja', 'cia', 'as', 'senjata', 'tukar', 'kokain', 'era', 'contras', 'made', 'as', 'nikaragua', 'rakyat', 'zombi', 'kensington', 'pensylvania']"
anggota dpr muat alas rakya kecil padahal demokrat korupsi besar besar,negative,"['anggota', 'dpr', 'muat', 'alas', 'rakya', 'kecil-kecil', 'demokrat', 'korupsi', 'besar-besar', 'besar-besar']"
bukan   laku mahal,negative,"['bukan', 'laku-laku', 'mahal']"
fasilitas buat ngecas bangun dulu baru jual unit,negative,"['fasilitas', 'ngecas', 'bangun', 'jual', 'unit']"
jalan   banyak     mulus,negative,"['jalan', 'mulus']"
batrenya mahal   rusak,positive,"['batrenya', 'mahal', 'rusak']"
lama harga saing sama bahan bakar fosil mitigasi stasiun charge mitigasi jadi antri panjang waktu isi waktu charge isi bbm kendara fosil jangan harap banyak minat milik perintah pakai jalan pintas biasa kurang kreatif contoh kereta parahyangan mati orang pindah kereta cepat terbang komersil bandara husein mati orang mau pindah kertajati jalan pintas pakai buat atur wajib dealer jual rasio kendara fosil jual jual langgar dapat beban pajak lain,negative,"['harga', 'saing', 'bahan', 'bakar', 'fosil', 'mitigasi', 'stasiun', 'charge', 'mitigasi', 'antri', 'isi', 'charge', 'isi', 'bbm', 'kendara', 'fosil', 'jangan-jangan', 'harap', 'minat', 'milik', 'perintah', 'pakai', 'jalan', 'pintas', 'kreatif', 'contoh', 'kereta', 'parahyangan', 'mati', 'orang-orang', 'pindah', 'kereta', 'cepat', 'terbang', 'komersil', 'bandara', 'husein', 'mati', 'orang-orang', 'pindah', 'kertajati', 'jalan', 'pintas', 'pakai', 'atur', 'wajib', 'dealer', 'jual', 'rasio', 'kendara', 'fosil', 'jual', 'jual', 'langgar', 'beban', 'pajak']"
naik pajak setinggi langit guna bahan bakar fossil naik harga bbm setinggi langit masyarakat alih,negative,"['pajak', 'langit', 'bahan', 'bakar', 'fossil', 'harga', 'bbm', 'langit', 'masyarakat', 'alih']"
nyata muldoko kosong,negative,"['nyata', 'muldoko', 'kosong']"
masyarakat tengah bawah mikir sih   beli biaya rumah   berapa sanggup ampere rumah masa iya pas charge cabut kulkas alat rumah   lain dulu lama waktu charging kursi sedikit harga mahal yah mending produk   dulu bengkel semua kota hitung harga jual semua kota punya station charge jalan indo banyak   terjal lubang sanggup   mungkin jalan kota   desa desa jalan jelek gimana,negative,"['masyarakat', 'mikir', 'beli', 'biaya', 'rumah', 'sanggup', 'ampere', 'rumah', 'iya', 'pas', 'charge', 'cabut', 'kulkas', 'alat', 'rumah', 'charging', 'kursi', 'harga', 'mahal', 'mending', 'produk', 'bengkel', 'kota', 'hitung', 'harga', 'jual', 'kota', 'station', 'charge', 'jalan', 'indonesia', 'terjal', 'lubang', 'sanggup', 'jalan', 'kota', 'desa', 'desa', 'jalan', 'jelek']"
tesla malaysia launching   bilang tak laku benar makin banyak malaysia singapore,positive,"['tesla', 'malaysia', 'launching', 'bilang-bilang', 'laku-laku', 'benar-benar', 'malaysia', 'singapore']"
  mau orang langsung pindah tutup subsidi bbm subsidi,positive,"['orang-orang', 'langsung', 'pindah', 'tutup', 'subsidi', 'bbm', 'subsidi']"
sekarang bagus si perintah langkah   lebih sedikit sedikit,negative,"['bagus', 'perintah', 'langkah']"
  laku masyarakat   ganggu produsen   mikir   ogah,negative,"['laku-laku', 'masyarakat', 'ganggu', 'produsen', 'mikir', 'ogah']"
mending bensin hitung ama keluar mahal,negative,"['mending', 'bensin', 'hitung', 'mahal']"
  jelas market mau high end   laku kayak avanza mana mau laku keras low end harga avanza segmen masyarakat low end harga high end   capai,positive,"['jelas-jelas', 'market', 'high', 'end', 'laku-laku', 'kayak', 'avanza', 'laku-laku', 'keras', 'low', 'end', 'harga', 'avanza', 'segmen', 'masyarakat', 'low', 'end', 'harga', 'high', 'end', 'capai']"
bingung sama perintah indonesia kalian pimpin rakyat indonesia karyawan usaha asing sih ngapain ngasih subsidi produk usaha asing   lebih prioritas   dapat subsidi perintah indonesia produk usaha lokal asli indonesia bukan produk asing   mampu beli golong kaya orang kaya   banyak duit sejak bayi lantas ngapain orang kaya kasih subsidi subsidi   relokasi   topang hidup golong   kurang mampu   lebih butuh subsidi banding orang kaya sekarang tanya negara asing mana   beri subsidi   produk indonesia   jual negara produk indonesia saing produk pasar negara dontbestupid,positive,"['bingung', 'perintah', 'indonesia', 'pimpin', 'rakyat', 'indonesia', 'karyawan', 'usaha', 'asing', 'mengapai', 'mengasih', 'subsidi', 'produk', 'usaha', 'asing', 'prioritas', 'subsidi', 'perintah', 'indonesia', 'produk', 'usaha', 'lokal', 'asli', 'indonesia', 'bukan', 'produk', 'asing', 'beli', 'golong', 'kayak', 'orang-orang', 'kayak', 'duit', 'bayi', 'lantas', 'mengapai', 'orang-orang', 'kayak', 'kasih', 'subsidi', 'subsidi', 'relokasi', 'topang', 'hidup', 'golong', 'butuh', 'subsidi', 'banding', 'orang-orang', 'kayak', 'negara', 'asing', 'subsidi', 'produk', 'indonesia', 'jual', 'negara', 'produk', 'indonesia', 'saing', 'produk', 'pasar', 'negara', 'dontbestupid']"
design bajaj,positive,"['design', 'bajaj']"
harga baterai   capai harga daya tahan bahan timbang penting sih hitung ongkos per bulan mungkin lebih murah mirip bbm   masalah konvensional keluar bulan   lihat mahal diabnding   sekali ganti baterai bakal mirip kayak beli baru,negative,"['harga', 'baterai', 'capai', 'harga', 'daya', 'tahan', 'bahan', 'timbang', 'hitung', 'ongkos', 'murah', 'bbm', 'konvensional', 'lihat', 'mahal', 'diabnding', 'ganti', 'baterai', 'kayak', 'beli']"
kurang laku karna station charge minim berapa jarak charge penuh habis bateri roda tempat service onderdil tanda tanya wajar baru orang ragu klau mau benar laku siap dlu poin atas,negative,"['laku-laku', 'station', 'charge', 'minim', 'jarak', 'charge', 'penuh', 'habis', 'bateri', 'roda', 'service', 'onderdil', 'tanda', 'wajar', 'orang-orang', 'ragu', 'benar-benar', 'laku-laku', 'poin']"
si joko setijowarno ngawur bilang kendara pribadi larang lewat maksud operasi x bilang tinggal batu bara   polusi sangat tinggi tuju sih apa   sadar   guna isi daya kendara bagi besar pasok pltu   bahan bakar batu bara ni bisik perintah   sengsara rakyat   laku udh jangan paksa rakyat beli padahal sadar china   negara maju   butuh waktu tahun terap sampe  sekarang  jg blm sepenuh jalan bahkan banyak lihat   tadi ngebet beli padan batrenya rusak udh taruh gitu   karna batrenya mahal,negative,"['joko', 'setijowarno', 'ngawur', 'bilang-bilang', 'kendara', 'pribadi', 'larang', 'maksud', 'operasi', 'bilang-bilang', 'tinggal', 'batu', 'bara', 'polusi', 'tuju', 'apa-apa', 'sadar', 'isi', 'daya', 'kendara', 'besar-besar', 'pasok', 'pltu', 'bahan', 'bakar', 'batu', 'bara', 'bisik', 'perintah', 'sengsara', 'rakyat', 'laku-laku', 'jangan-jangan', 'paksa', 'rakyat', 'beli', 'sadar', 'china', 'negara', 'maju', 'butuh', 'tahun-tahun', 'terap', 'belum', 'sepenuh', 'jalan', 'lihat', 'ngebet', 'beli', 'padan', 'batrenya', 'rusak', 'taruh', 'batrenya', 'mahal']"
cara indonesia jngan pake batubara luhut,positive,"['indonesia', 'jangan', 'pakai', 'batubara', 'luhut']"
semi bullshit ev,positive,"['semi', 'bullshit', 'ev']"
fokus kendara umum mental,positive,"['fokus', 'kendara', 'mental']"
transportasi umum jakarta lrt mrt bus kurang pada jangkau semua jalan jakarta terlalu sumpek macet jangan tambah tambah pribadi atau bbm benah dulu transportasi umum jalan jalan kecil bus bus layak ber ac,negative,"['transportasi', 'jakarta', 'lrt', 'mrt', 'bus', 'jangkau', 'jalan', 'jakarta', 'sumpek', 'macet', 'jangan-jangan', 'pribadi', 'bbm', 'benah', 'transportasi', 'jalan', 'jalan', 'kecil-kecil', 'bus', 'bus', 'layak', 'ber', 'ac']"
  jd masalah tempat chargernya   msih sedikit bykin tempat chargenya trus   ngecas cepat cepet laku  orang  mau beli mikir ngecasnya   jalan jauh,negative,"['chargernya', 'bykin', 'chargenya', 'ngecas', 'cepat', 'cepat', 'laku-laku', 'orang-orang', 'beli', 'mikir', 'ngecasnya', 'jalan']"
gimana mau laku harga setinggi langit dealer buat harga enak,positive,"['laku-laku', 'harga', 'langit', 'dealer', 'harga', 'enak']"
orang butuh mirah,negative,"['orang-orang', 'butuh', 'mirah']"
faktor indonesia jarak tempuh harga sangat mahal rakyat kecil infrastruktur suku cadang,negative,"['faktor', 'indonesia', 'jarak', 'tempuh', 'harga', 'mahal', 'rakyat', 'kecil-kecil', 'infrastruktur', 'suku', 'cadang']"
masalah bukan stasiun charging harga mahal jt mini beli bbm bagus,negative,"['bukan', 'stasiun', 'charging', 'harga', 'mahal', 'juta', 'mini', 'beli', 'bbm', 'bagus']"
  jelas jabat tri keluarga     suka kok nyuruh masyarakat beli lucu lucu,negative,"['jelas-jelas', 'jabat', 'tri', 'keluarga', 'suka', 'nyuruh', 'masyarakat', 'beli', 'lucu', 'lucu']"
subsidi gilir subsidi rakyat cabut semua subsidi makin sini makin liat arah,negative,"['subsidi', 'gilir', 'subsidi', 'rakyat', 'cabut', 'subsidi', 'lihat', 'arah']"
